	qna_urls	titles	questions	answers	dates
10	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60217&docId=351032506&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=11&search_sort=0&spq=0	감사 임기 연장건으로 대표자 해외에서 입국금지 되었을경우(코로나사태)	안녕하세요.자사는 10인 미만 법인사업장입니다.다름이 아니오라 이번 3월 31일까지 감사 임기 만료가 되는데연장 필요서류중 대표자분 인감증명서가 필요합니다.헌데 지금 코로나 사태로 대표자분이 입국금지된 곳이라 한국을 들어오실수가 없습니다.이럴경우 과태료 대상인지아님 기간 연장이 되는건지여기저기 물어봐도 법원에 물어보라 하시는데법원은 도통 연결이 되지 않습니다.잘 아시는분 꼭좀 답변 부탁드리겠습니다.	[]	작성일2020.03.25
11	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60804&docId=354063822&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=12&search_sort=0&spq=0	고용노동부 코로나 무급	코로나로 무급으로 2주째쉬고잇습니다.4대보험가입자고 4인이상 법인 회사이구요.소독도없고 무급으로쉬고잇는데 다음달빠져나갈돈이 걱정인데요 대출도 못받는상태라나라에서 지원해주는 상품이잇을까요?ㅜㅜ도와주세요.어떤것들이 잇고 신청은 어디서하나요?ㅜㅜ처음격는일이라..도와주세요..	['안녕하세요. 한국공인노무사회-네이버 지식iN 상담 공인노무사 엄주희 입니다.\u200b20.4.1~6.30까지 고용유지조치(휴업, 휴직)을 실시하고 휴업,휴직수당을 지급한 사업주에게 고용유지지원금이 한시적으로 상향 지급됩니다.현재 사업장에서 고용유지조치계획서를 제출하고 사업주가 근로자에게 휴업수당(평균임금의 70%)을 지급하면 지급한 휴업수당의 90%까지 정부에서 지원합니다. (사업장은 10%부담)\u200b사업장에서 고용유지지원금을 받을 수 없는지 확인해보시고, 추가로 각 지자체에서 긴급재난지원금을 지급하고 있으므로 등본상 주소지 지자체의 긴급재난지원금 지급을 알아보시기 바랍니다.']	작성일2020.04.22
12	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=6080402&docId=353709884&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=13&search_sort=0&spq=0	코로나로 인한 직장해고 시 실업급여 질문입니다	제 배우자가 출산후 처음으로 경기도의 한 키즈카페에서 2019년 8월부터 근무를 시작했습니다2013년 애후 첫 직장이구요4대보험 포함 실 수령액 170만원 정도구요근로 인원은 아르바이트 포함 4명정도 인것 같습니다근무 시작 6개월째인 올해 2월에 코로나로 인해 일시적으로 2주간 휴업을 한다고 통보받고 일을 쉰지 벌써 2개월이 넘어 가는데요코로나가 한창 절정이던 3월 초에 배우자가 사업주에게 실업급여라도 받을 수 있게 권고사직을 요청했더니 사업주는 이미 2월 휴업과 동시에 일방적으로 모든 근로자들을 퇴사처리한 상태라고 하더군요이후 실업급여 수급을 위해 문의를 해보니 근무일수 180일이 되지 않아 실업급여조차 받을 수 없다고 하는데요코로나로 인한 이런 직접적인 소득이 감소하게 된 경우에 지원금을 받을 수 있는 방법이 없을까요?저도 사업자인지라 코로나로 인해 소득이 90%이상 감소 한데다 배우자까지 몇개월째 소득이 없으니 너무 힘든 상황입니다부디 도움이 될만한 소중한 답변 부탁드립니다	['안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 박성은 입니다.\u200b안녕하세요. 노무법인 도원(서부지사) 대표노무사 박성은입니다. \u200b1. 18개월 이내에 180일 이상 고용보험이 가입되어야 하므로, 아내분, 현재 부족한 가입일수를 추가로 채운뒤에, 실업급여를 신청함이 가장 바람직한 방법입니다.   답변이 도움이 되셨길 바랍니다.  [답변 채택] 은 전문가가 답변을 계속 남기는데 큰 원동력이 됩니다 ^^  위와 관련하여 구체적인 상담이 필요한 경우 [네이버 엑스퍼트]를 이용하시기 바랍니다.  네이버 엑스퍼트 검색 click → 박성은 검색 click → 상담상품 구매 → 대화방 입장 → 전문가인 제가 상담을 수락하면 상담이 시작됩니다.']	작성일2020.04.19
13	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60802&docId=354286817&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=14&search_sort=0&spq=0	코로나로 인한 경영 악화로 인한 급여 삭감 및 재택 근무	입사한지 2개월 남짓 되었습니다. 코로나 사태로 인하여 신규로 입사한 본인에게만급여를 절반 이상 삭감하고 재택 근무를 명했습니다.불법은 분명한데 어떻게 대항을 해야 할지요?1. 사실 휴직이라 해도 70% 급여를 주워야 하는 것으로 알고 있습니다. 회사는 나가지 않고 아무런 일을 하지 않을까 하는데 이는 정당 해고 사유가 되는지요?2. 아예 근무조건 인하를 거부하면 해고를 명할수 있는데 이는 부당해고 인지요?	['안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 박동학 입니다.\u200b1. 재택근무는 근무장소가 자택으로 변경된 것일 뿐 동일하게 근로를 제공하는 것이므로 100%의 임금을 받아야 합니다. 따라서 재택근무를 명하고 50%의 임금만 지급하는 경우 50% 임금은 임금체불에 해당되어 진정을 통하여 지급 받을 수 있습니다. \u200b2. 재택근무가 정당한 명령에 해당한다면 이를 따라야 하며, 이를 따르지 않고 근무를 행하지 아니하는 경우에는 업무지불이행 뿐만 아닐 근로미제공에 해당되어 징계사유뿐만 아니아 무노동무임금원칙에 따라 임금도 지급되지 않습니다. \u200b재택근무 위반을 바로 해고할 수는 없지만 수차례 사업장에서 재택근무를 명하고 근무에 대한 결과를 제출하도록 하였음에도 이를 따르지 아니하는 경우에는 징계해고의 정당성도 인정될 수 있습니다. \u200b이상과 같이 답변을 드립니다.']	작성일2020.04.24
14	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60802&docId=354413338&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=15&search_sort=0&spq=0	코로나 사태로 인해 알바 해고 당했습니다	혹시 해고 지원금 같은거 받을수 있을까요?근로계약서 작성 했습니다지원금 받을수있는 해야되는 절차과정이 무엇일까요?	['안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 박병규 입니다.\u200b근속기간이 90일 이상이 되시고 해고 30일 전 사전 통보를 받지 못한 경우 해고예고수당을 지급받을 수 있습니다.\u200b코로나로 인해 해고를 당한 경우 정부의 지원금 제도는 아직 없습니다.\u200b실업급여 수급자격이 되시면 실업급여는 지급될 것으로 보입니다.']	작성일23시간 전
15	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=6080402&docId=353795484&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=16&search_sort=0&spq=0	코로나 확진으로인한 자발적퇴사시 실업급여	코로나 확진자로 현재 완치후 집에서 자가격리중입니다재확진 가능성때문에 무급휴가 3개월을 통보받았습니다하지만 직장에서는 이미 제자리에 들어올 신입을 면접을통해 뽑은상태이고, 제가 복귀하는것을 원하지않으나 권고사직으로는 해주기싫어서 시간을 끄는것으로 생각됩니다같이 일하던 동료들도 재확진이 나오면 어떻게하나 하는 걱정이 많다하여 자발적으로 퇴사를 하려고 합니다이럴경우 질병으로 인한 실업급여가 지급될수 있을까요?저 상황을 입증할만한 카톡이나 녹취록은 없는 상태이며 직장과 안좋게 퇴사하고 싶은 생각은 없습니다하지만 재취업에 어려움이 있을것으로 생각이되는데 질병으로인한 실업급여가 아니더라도 방법이 없는건가요	['안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 이기중 입니다.\u200b질병으로 인한 실업급여가 아니라도 무급휴직 2개월 이상이면 자진퇴사해도 실업급여를 받을 수 있습니다.']	작성일2020.04.20
16	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70117&docId=353644210&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=17&search_sort=0&spq=0	코로나 19 의심 증상	안녕하세요 제가 고열인데 코로나인가요 약을 먹어도 안 떨어져요..	['몇도까지나 오르나요?얼마나 되셨나요?걱정많이 되시죠?계속되면 선별진료소 방문이 필요합니다']	작성일2020.04.18
17	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=6080401&docId=353395275&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=18&search_sort=0&spq=0	코로나 고용유지지원금 문의	고용유지지원금 신청하려고 하는데 여쭈고 싶은게 있습니다! 1.월급 250 받는 직원이 있는데 단축근무를 하게 되면 하루 8시간->4시간 단축 했을때회사에서는 얼마를 지급해야 하며, 지원금은 얼마가 나오게 되나요?자세히 계산 부탁 드립니다.2.단축근무를 하지않고 유급휴직을 하게 된다면급여를 100% 지급해도 지원금을 받을수 있나요?3.유급휴직을 6개월 이상 지속됬을때 문제가 되지는 않는지 궁금합니다	['안녕하세요. 한국공인노무사회-네이버 지식iN 상담 공인노무사 이종호 입니다.1. 4시간 단축분에대해 지원금이 지급됩니다.  - 주40시간기준일때  월급을 209로 나누면 시간급 금액이 나옵니다  - 동 금액의 70이상이 지급됩니다2. 유급휴직후 100%지급하면 최대 90%(상한 1인당 66,000원/1일) 받을 수 있습니다  - 100만원을 지급시 90만원 지급3. 상관은 없으나 지원금은 최대 6개월 지원 됩니다.']	작성일2020.04.16
18	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60802&docId=353865646&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=19&search_sort=0&spq=0	코로나때문에 1시간 연장근무에 무임금이랍니다. 근로계약서는	근로계약서는 작성을 하였는데 한부를 교부받지못했습니다.그리고 근로계약서는 일단 급여 부분이 명시되기 전에 이미 싸인을 받고 나서4대보험 계약해야한다고해서 완본의 사본을 못받았습니다.현재 근무 5개월째이고.코로나때문에 1시간 근무 연장에 무임금이라고하는데이게 포괄임금제? 인지 아닌지 근로계약서에확인해봐야한다는데근로게약서가없으니 이걸 확인할 길이없고요일단. 근로계약서가 주 40시간에 토요일은 연장수당으로 된다는 전제하에서는이 1시간 연장에 무임금은 근로자들 모두의 서면 동의나 구두 동의가있어야하는거아닌가요혹시 사측에서 대표를 아무나 정해서동의로 하면 모두들 그렇게 하는걸로가능한건가요?쉽게 보면 감봉인데 저는 이조건을 받아들이고싶지않고실업급여를 타고 나가고싶은데 지금 할수있는 절차와 방법을 알려주세요	['안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 박병규 입니다.\u200b본 사안은 먼저 근로계약서 미교부가 법위반입니다.\u200b1시간 연장근로에 대해 무급처리하는 것은 개별 직원의 개별적인 명시적 동의가 있어야만 가능합니다.>개별 동의 없이 무급처리는 임금체불임\u200b부분휴업에 대해 무급처리 강요, 동의서 징구에 관하여 노동부가 무기명 신고 센터를 홈페이지에서 운영중에 있습니다.  이부분 참고하시기 바랍니다.']	작성일2020.04.20
19	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70103&docId=353855745&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=20&search_sort=0&spq=0	저 코로나 인가용?ㅠㅠ	저는 비염이란건 한번도 걸려본적 없는데콧물이 어제부터 완전 많이나고 오늘은 재채기까지 해요ㅠ머리도 살짝 아픈데 코로나는 아니겠죠....	['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.\u200b증상 코로나19에 감염되면 약 2~14일(추정)의 잠복기를 거친 뒤 발열(37.5도) 및 기침이나 호흡곤란 등 호흡기 증상, 폐렴이 주증상으로 나타난다. 또 근육통과 피로감, 설사 증상이 나타나기도 하지만, 드물게 무증상 감염 사례도 있다. 실제로 세계보건기구(WHO)는 2월 1일 무증상 감염자의 전파 가능성을 재차 밝혔으며, 다만 무증상 감염자의 전파는 드물 수 있으며 주요 전염 경로가 아닐 수 있다고 알렸다. 또 우리 보건복지부도 2월 2일 코로나19는 무증상·경증 환자에서 감염증이 전파되는 경우도 나타나고 있다며, 해당 증상들은 차도가 좋아지기도 하지만 일부에서 중증 폐렴을 유발할 가능성이 있어 주의가 요구된다고 밝혔다. 감기 vs 독감 vs 코로나19           구분   단순 감기   독감   코로나19   증상 발생 위치   주로 상부 호흡기관(상기도)  주로 상하부 호흡기관  주로 하부 호흡기관(하기도)  주요 증상   콧물, 인후염, 열과 두통으로 인한 무기력증   두통, 근육통, 기침, 한기를 동반한 고열   발열, 마른기침, 근육통, 피로   잠복기   잠복기 없음      잠복기 평균 7~14일 추정   회복 소요 기간   일주일 안에 회복   일주일~몇 주 동안 길게 지속   약 13~18일(국내 기준)   감염 판단 방법   별도 검사 없음   독감 바이러스 검사   코로나 유전자 유무 검사 [네이버 지식백과] 코로나바이러스감염증-19 - (COVID-19) (시사상식사전, pmg 지식엔진연구소)            2-3일 지켜 보시고 37.5도 이상의 열 기침 근육통 피로 있으면 1339나 보건소 연락해서 상담 하세요.\u200b']	작성일2020.04.20
20	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70117&docId=354395302&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=21&search_sort=0&spq=0	코로나 증상	두통과 복통 아무런 이상도 없지만 코가 마르고 코 끝이 아프고 목도 조금 따가운 증상도 나고 피부에 간지러운 무언가 납니다. 코로나랑 관련 없겠죠..?	['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.요즘 조금만 불편해도 코로나 때문에 걱정이 많습니다\u200b증상만으로 코로나를 구별할수는 없지만 코로나는 아닌 듯하니 너무 걱정하지않으셔도 괜찮을것 같아요']	작성일2020.04.25
21	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60204&docId=353840760&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=22&search_sort=0&spq=0	코로나 사태관련 양육비	이혼한지 7년정도되었고, 매달 80만원씩 양육비 보내고있습니다. 재혼하면서 결혼자금으로 돈 들어가고, 부모님 생활비 드리고있고,그럭저럭 버텼는데....코로나 사태로 월급이 50%로 줄었고,다음달부턴 그나마도 어떻게될지 모르는 상황입니다.매달 대출로도 200가량 들어가는데...카드값 내고나면 저희부부 생활비도 빠듯합니다...1. 월급이 줄거나 거의없어도 양육비를 그대로 줘야하는지, 월급이 줄어든 만큼 얼마나 감소하는지 알고싶습니다2. 이후 코로나 사태 끝나고 정상화되면, 그동안 못주거나, 덜 준 양육비에대해서 합산해서 다 줘야하는건지...3. 추가로 전 와이프가 재혼을했을시는 양육비가 변동이 되는지...알고싶습니다...	[]	작성일2020.04.20
