	qna_urls	titles	questions	answers	dates
10	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70402&docId=348710273&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=11&search_sort=0&spq=0	코로나 마스크만 잘쓰면 안전한가요?	코로나 증상이 많던데 정확히 어떤 증상이 있나요? 제가 지금 감기가 걸렸거든요..... 어떤 증상이 코로나 증상이고 저는 코로나 증상에 걸렸는지도 궁금합니다! 그리고 만약...	['안녕하세요. 네이버 지식iN 상담 약사 이진엽 입니다.\u200b당연히 마스크도 잘 착용하셔야 하며 휴대용 손 소독제 또한휴대하여 다니시면서 손 소독을 수시로 해주시고 손을흐르는 물에 30초 이상 씻으셔야 하며 수시로 씻어주시면 더욱좋습니다. 또한 안경까지 쓰신다면 더더욱 좋습니다.잘 씻고, 세탁물을 평소보다 좀 더 자주 세탁해주시는 것이 좋습니다.']	작성일2020.03.02
11	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60203&docId=348904019&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=12&search_sort=0&spq=0	신용회복중 코로나 지원	코로나 증상이 많던데 정확히 어떤 증상이 있나요? 제가 지금 감기가 걸렸거든요..... 어떤 증상이 코로나 증상이고 저는 코로나 증상에 걸렸는지도 궁금합니다! 그리고 만약...	['안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 최홍준 입니다.\u200b신용도에 따라서 받을수 있기때문에 어렵다고 합니다.']	작성일2020.03.04
12	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70401&docId=349254252&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=13&search_sort=0&spq=0	일반 감기약으로도 코로나19 치료될수 있나요?	일반 감기약으로도 코로나19 치료될수 있나요? 코로나 증상중 기침한다고 하면 기침약 먹어도 효과못보고 계속 기침하게 되는건가요?	['안녕하세요. 네이버 지식iN 상담 약사 정일영 입니다.\u200b코로나바이러스를 없애지 못하므로 감기약으로는 치료되지 않습니다.']	작성일2020.03.07
13	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70102&docId=348782448&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=14&search_sort=0&spq=0	코로나 기침	목에 자꾸 가래가 낀 것 같아서 기침을 계속 하다 보니 자동적으로 기침을 몇 번 조금 하는데 오늘 밖에 나갔다 왔거든요..ㅠㅠ 광주 사는데 친구들이랑 만나서 카페가서 얘기하다가 설빙 갔다가 헤어졌는데 가래껴서 나오는 기침은 코로나가 아니죠..?	['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정경수 입니다.걱정되시면 1339나 동네 보건소에 전화문의해보신후에 병원을 방문하셔도 됩니다.질문자님의 증상은 상부호흡기 감염(단순 인후염,비염포함)이 의심되지만 정밀검사가 필요할 수도 있습니다. 단순감기인지 독감인지 코로나증상 같은 우한 폐렴인지는 선별검사가 필요하답니다.기침이 심해지거나 호흡곤란 새벽에도 잠못잘정도로 연속되는 기침발생시가 아니면  큰 연관 없을수 있습니다코로나는 점점 기침과 37.5도 이상의 열이 발생되기도 한답니다. 이비인후과 진료를 받아보시는게 도움되리라 생각됩니다.좋은하루되세요']	작성일2020.03.03
14	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70111&docId=348820147&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=15&search_sort=0&spq=0	어제 나갔 다와서 열만나는데 코로나일	어제 나갔다 와서 열만나는데 코로나일까요? 열만나고 기침만 나서 동생도 열나고 ㅠ	['안녕하세요. 하이닥-네이버 지식iN 상담의 김산 입니다.\u200b기침, 발열 증상이 있으시다면 본인을 포함해서 최근에 접촉하신 분들에게 알린 후가까운 보건소에 내원하셔서 코로나19 검사를 받으시기 바랍니다.검사 결과가 음성이 나왔다고 하시더라도 약 2주 동안은 자가격리를 해주시는 것이 좋습니다외출은 삼가해주시고 2주 후에 다시한번 재검사를 통해 바이러스 감염여부를 확인해주시기 바랍니다\u200b감사합니다.']	작성일2020.03.03
15	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60801&docId=348570486&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=16&search_sort=0&spq=0	코로나로 무급휴가 통보 받았습니다	코로나 영향으로 회사 재정이 힘들어져서 한달 무급휴가 통보 받았습니다. 한달은 월급의 70%는 지급해 준다고 하는데, 이 이유를 빌미로 강제 퇴사를 해야하는 일은 없을까요?	['안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 이준우 입니다.\u200b네 무급휴가가 언제까지 이어지든 임금의 70%(휴업수당)는 보장되어야 합니다.\u200b코로나를 이유로 강제로 퇴사시키는 경우 해고에 해당하며, \u200b부당해고 구제신청을 제기하실 수 있습니다.\u200b답변이 도움되셨길 바랍니다.']	작성일2020.02.29
16	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60219&docId=348932755&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=17&search_sort=0&spq=0	코로나 19 보상에 관해서	2015년 메르스때 감염병 법안이 개정되어 의료기관 폐쇄에 의해 함께 문을 닫았던 약국과 상가등도 손실 보상을 받았다고 들었습니다.  그렇다면  2015년에 개정된 법안으로 인해  지금 코로나 19로  폐쇄가 되었거나 지정병원으로 된 병원 안에 있는 약국이나 상가들도 보상을 받을수 있나요? 법안이 개정된 경우 일시적으로 개정안을 만들지는 않은 것으로 알고 있는데  일단 국가에서는 의료기관에 관해서는 손해보상을 해준다고 하던데  그곳에 같이 있는 상가들에 관해서는 아무런 말이 없더라구요  그렇지만 공사나 물건 계약에 관해서는 보상 방법이 있던데   혹 국가에서 아직 말이 없더라도  메르스때 감염병 개정안이 통과되어 상가들도 손해보상을 받았으니  이번에도 받을수 있지 않을까요 ? 관련태그: 상법일반, 손해배상, 행정관련키워드: 의료	['# 로톡 | 한장헌 변호사 [변호사 프로필보기]# 사무실 문의 전화: 050-7725-2627안녕하세요.윈앤파트너스 법률사무소의 변호사 한장헌입니다.우선 힘든 상황에 처해계신 것에 대한 위로의 말씀을 드립니다.현재(2020. 3. 4.) 기준으로 아직까지 코로나19 바이러스는 천재지변으로 해당이 되어 있지 않은 상황입니다. 그러나 차후 정부정책에 따라 천재지변 또는 국가 중요사항으로 변경될 요지가 있습니다.말씀하신 내용으로 보상된 사례를 찾아보니 메르스 사태 때는 의료기관 및 아주 예외적으로 의료기관이 소재한 건물 전체가 정부 명령에 의해서 폐쇄됐었던 경우에 한해서 보상이 이루어졌었다 라는 내용을 찾았습니다.현재 상황에 비추어 봤을 때 아직까지 민간사업장에 대한 손실보상에 대해 대책을 논의하고 있을 뿐 확정된 내용이 없기 때문에 아직까지 가능하다고 확답을 드리기는 어렵고 법률적인 내용을 검토해서 보상을 받을 수 있도록 준비가 필요할 것 같습니다.손해배상과 관련된 소송은 일반인이 진행하기 어려울 뿐더러 법률전문가의 조언이 필요한 부분이 많습니다.질문자님의 궁금하신 점이 해결되었으면 하고,추가적인 문의사항이 있을 경우 내선 / 내방해주시면 힘써서 도와드리겠습니다.# 답변 변호사와의 상담을 원하신다면, 아래의 사무실 연락처로 전화문의 하시거나, [변호사 프로필보기]를 눌러보세요.- 한장헌 변호사 사무실 문의전화: 050-7725-2627- [변호사 프로필보기] < 클릭-변호사가 필요할 땐, 로톡https://www.lawtalk.co.kr']	작성일2020.03.04
17	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60802&docId=349146912&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=18&search_sort=0&spq=0	코로나로 유급휴가 70퍼 급여	코로나로 13일동안 유급휴가를 받았는데 그 시기엔 급여가 70프로라고 했습니다.따로 개개인적으로 동의서를 받은건 아니고 대충 동의서에 사인은 했었는데 따로 지원받을 수 있는 방법이 있나요?	['안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 박병규 입니다.\u200b코로나로 인한 유급휴가나 휴업보상이 이뤄진 경우 현재 지원은 회사에 국한되어 있습니다.\u200b즉 회사만이 지원금을 정부로 부터 받습니다.\u200b\u200b']	작성일2020.03.06
18	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70111&docId=348521003&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=19&search_sort=0&spq=0	코로나바이러스 병원 가야해요???ㅠㅠㅠㅠㅠ	한 2일전밤 부터 현재까지 너무 무기력하고 열도 낫는데 37.6이상으로는 아니었고 그냥 미열 정도였눈데 지금은 정상입니다혹시나 해서 병원 가야할까요???? 다른 증상은 없습니다 기침도 없구 목넘김 아픔도 없어요 해외 나간적도 없고 대구나 다른 지역 간적도 없어요최근 잠을 새벽4 5 시정도로 늦게자긴했는데 코로나 초기증상인가요 아님 감기인지 ㅜㅜ	[]	작성일2020.02.29
19	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=6080401&docId=348720466&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=20&search_sort=0&spq=0	코로나19 고용지원금	지금다니는가게에서 코로나19로 3/1부터3/31일까지 가게문닫는다고 무슨서류같은거썻거든요 나라에서지원받을수있는거라고찾아보니까 그게고용지원금인거같은데 그럼언제쯤받을수있어요?제통장으로바로들어오는건가요??	['안녕하세요. 한국공인노무사회-네이버 지식iN 상담 공인노무사 이종호 입니다.\u200b1. 코로나 관련 유급휴가를 받으신 것 같읍니다2. 고용유지지원금은 사업주가 고용노동부에 신청하여 지원받는 것입니다3. 근로자는 가족돌보미지원금으로  가족돌봄휴가 사용 근로자에게 일 5만원, 최대 5일 지원합니다.']	작성일2020.03.02
20	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60802&docId=349221488&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=21&search_sort=0&spq=0	코로나 퇴직금	코로나로 인해서 아르바이트를 2월달부터 주2일 3일 일하고 있습니다. 제가 1년3개월 근무하였는데 만약 지금 퇴사한다면 퇴직금 계산하는데 전 급여로 계산해야 하는건가요? 주 10시간도 근무를 못하고 있습니다 ㅜㅜ	['안녕하세요. 한국공인노무사회-네이버 지식iN 상담 공인노무사 김정식 입니다.\u200b 주 15시간 미만으로 되기 전 기준으로 퇴직금을 계산하면 됩니다. 그 부분을 정확히 사장과 협의를 하십시오. 협의가 안되면 차라리 지금 퇴사하시고 퇴직금을 달라고 하는 것이 좋을 수도 있습니다. \u200b']	작성일2020.03.07
21	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70102&docId=348738063&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=22&search_sort=0&spq=0	침 삼킬때 목 따가움 코로나	침 삼킬때 목이 따가워요 기침은 전혀 안나오고 목만 따가운데 코로나 의심되나요..?아님 감기 증상인가요?	['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 안태환 입니다.\u200b지금 호소하시는 증상은 겨울철 건조한 공기로인한 인후염일 가능성이 높습니다.\u200b겨울철에는 습도가 부족하기에 특히 밤에 취침시에 입을 벌리고 구호흡을 하는경우 잠을자고나면 건조한 공기가 \u200b인후쪽의 수분을 마르게하여 아침에일어나면 통증과 더불어 가래 구취 목간지러움등을 호소할수있습니다.\u200b이런 환자들의 경우 코를 진찰해보면 비후성비염이나 비중격만곡증등의 코질환이 함께 존재하는 경우가 많습니다.\u200b밤에 특히 코로 호흡을 해야지 코의 기능중에 하나인 가습기능을 통하여 목을 보호할수있는데 밤에 코가 막혀서 숨을 \u200b입으로 쉬는 경우 상기 증상들이 더욱 악화와 완화를 반복할수 있습니다.\u200b해결책은 병원에 나오셔서 진찰을 먼저 받아보시고 밤에 취침시에 가습기를 1미터 정도 높이에 틀어놓고 주무시는 \u200b것입니다. 많은 정보 얻으셔서 좋은 결과 있기를 기원합니다.']	작성일2020.03.02
22	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60217&docId=348681451&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=23&search_sort=0&spq=0	코로나로 인하여 휴학하는 외국인 비자	한국의 심각한 코로나 현상으로 인하여 외국인이 휴학시 비자가 계속 유지 되나요?아니라면 다음 학기에 유학비자 신청시 처음 신청 한 것보다 조건이 완화되는지요?그리고 몇몇 대학은 휴학 권고하는 대학도 있는데 이렇게 권고로 인해 휴학시에는비자가 계속 유지되나요?	['안녕하세요. 로시컴-네이버 지식iN 상담변호사 문종술 입니다.\u200b한국의 심각한 코로나 현상으로 인하여 외국인이 휴학시 비자가 계속 유지 되나요? 아니라면 다음 학기에 유학비자 신청시 처음 신청 한 것보다 조건이 완화되는지요? 그리고 몇몇 대학은 휴학 권고하는 대학도 있는데 이렇게 권고로 인해 휴학시에는 비자가 계속 유지되나요?\u200bAnswer:\u200b학교의 정식 허가를 받고 휴학을 하는 것이 현재 학교 운영 상황에서 맞는 조치라면 본인이 휴학을 하는 것이 비자 유지에 문제가 될 거 같지는 않습니다. 하지만 본인이 임의로 휴학을 하는경우라면 결국 본인의 국가로 돌아갔다가 다시 나중에 개학을 하게 되면 그때 재입국해야 합니다. 학교의 권고 사항이라면 본인이 계속해서 한국에 머무는 것이 맞는 것인지는 학교와 상의 해 봐야 합니다']	작성일2020.03.02
23	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=6080401&docId=348916860&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=24&search_sort=0&spq=0	코로나19 무급휴무	안녕하세요 모 호텔에서 근무하는 도급업체 계약직 직장인 인데요 코로나19 때문에 방문고객이 줄어 매출이 감소하자 호텔측에서 강제휴무3일씩 준다고 합니다 이거 위법 아닌가요? 어떻게해야 되는지 궁금합니다	['안녕하세요. 한국공인노무사회-네이버 지식iN 상담 공인노무사 송현기 입니다.\u200b코로나 등으로 인한 매출 하락으로 휴무를 한다면 근로기준법상 휴업에 해당하므로 휴무기간 중 휴업수당으로 통상임금의 100% 혹은 평균임금의 70%를 지급 받을 수 있습니다\u200b다만, 근로자가 무급 휴무에 대하여 동의하여 휴무를 하였다면 임금을 지급받을 수 없을 것입니다']	작성일2020.03.04
24	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70120&docId=349249117&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=25&search_sort=0&spq=0	코로나검사하면 몇일있다 결과가 나오나요?같이본사람은 결과 나왔는데 아직안나왔어요...	코로나 증상이 많던데 정확히 어떤 증상이 있나요? 제가 지금 감기가 걸렸거든요..... 어떤 증상이 코로나 증상이고 저는 코로나 증상에 걸렸는지도 궁금합니다! 그리고 만약...	['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 전평식 입니다.\u200b보통 3일이라고 하는데다음 날에 연락이 오기도 합니다.']	작성일2020.03.07
25	https://kin.naver.com/qna/detail.nhn?d1id=4&dirId=40309&docId=348590001&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=26&search_sort=0&spq=0	코로나 카드 소득공제 2배	코로나 때문에 3월부터 6월까지 카드 및 현금 체크카드 소득공제 2배로 해준다는 기사를 봤는데요. 2월말에 신용카드 할부 한게 있는데 결제일은 3월 중순입니다.이런 경우에도 3월 소득공제 2배로 해당이 되나요?	['신용카드등 공제는 결제일기준이 아니고 사용일을기준으로 소득공제 합니다.참고가 되었으면 좋겠습니다']	작성일2020.02.29
26	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70117&docId=348582237&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=27&search_sort=0&spq=0	코로나19 의심 증상	며칠 전부터 열이 좀 나고 어제 새벽부턴 두통도 있어요 오한도 가끔 드는 거 같고.. 인후통이나 기침은 없는데 코로나19 검사 해봐야 할까요..코로나 확진자와 동선이 겹친적도 없고 의심 되는 부분이 전혀 없어서 더 혼란스럽네요..	['아직은 좀더 기다려보셔도 될것 같습니다\u200b\u200b코로나 19 주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다']	작성일2020.02.29
