	qna_urls	titles	questions	answers	dates
10	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60211&docId=348184148&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=11&search_sort=0&spq=0	법원 코로나 휴정 판결문	법원이 코로나 때문에 휴정한다고판결문도 늦춰진대요3월 6일까지 휴정이라고 그 이후될 거같대요근데 제가 알기론 휴정해도 재판만 안하지다출근해서 서류작성 하지 않나요근데도 늦어진대요원래 내일이였고 지금 통장압류도 되어 있는데사기죄로 재판했으나 이겼습니다 무혐의구요그래서 통장해지해야하는데 판결문 있어야한대요근데 늦어진대요당장 방안이나지금 휴정전 그럼 대책방안도 없이 늦어진법원의 잘못인데제가 왜 피해보죠다른 방안이 있으면 알려주세요	[]	작성일2020.02.25
11	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60804&docId=348103271&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=12&search_sort=0&spq=0	코로나로 인해 직업 잃음	안녕하세요 25살 가장입니다.대구시에 살고 보시다 싶히 대구 난리가 났습니다.아직 사회초년생 나이다 보니,모르는게 많아 질문을 남깁니다.사장이 월급을 똑바로 쳐주지 않아,그만두게 되는도중 2월말까지 근무 하기로 했는데,코로나 사태로 가게 문닫는다고 나오지 말라고 했숩니다. 저는 중식 프렌차이즈 주방직원으로(주6일240만원) 일을 했으며,빠지는 날에는 월급에서 깎이고, 코로나 사태 때문에 월급을 제대로 못받게 생겼습니다. 어느 분들은 직원이면,나라에서 지원을 해줘 하루당70프로의 시급을 주는걸로 아는데 이게 사실인지,, 그리고 주휴수당및,세금탈세 등으로 신고 할건데요, 코로나 때문에 빠지게 된 월급도 고용노동부에 신고하면 받을수 있나요?	['안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 이일우 입니다.\u200b1.코로나사태로 나오지 말라고 해고를 했다면 해고예고수당을 받을 수 있습니다.5인미만 사업장이라도 폐업을 하는 경우일지라도 해고예고를 해야 하는데 해고수당을 지급하지 않는다면관할 노동청에 진정해서 받으시기 바랍니다.\u200b2.코로나로 휴업을 했더라도 확진자나 자가격리 조치를 받은 것이 아님에도 사업주의 염려때문에, 아니면 장사다 안되어 휴업을 하였다면 휴업수당을 받을 수 있습니다. 단, 5인 미만 사업장은 휴업수당 규정이 적용되지 않습니다.따라서 귀하의 사업장이 5인 미만 사업장이라면 휴업수당을 받기는 어렵습니다.              노동법 실무 사례집   저자 이일우, 양진영 출판 중앙경제 발매 2018.09.03.']	작성일2020.02.24
12	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70102&docId=348256311&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=13&search_sort=0&spq=0	코로나인가요?제가 요즘 어깨랑 다리가 조금 아프고 약간의 근육통이 있는 것 같고요 목도 간지럽고 목이 간지러워서 기침도 나오고 콧물도 나오는데 콧물은 원래 비염이 있어선지 한참전부터 나왔었구요 요새는 입맛도 없고 몸에기운이 없어요 사실 요새 집 밖을 못 나가서 우울해서 며칠간 울어서 기운이 없는 것 같기도한데 코로나때문인가요 아님 코로나로 인한 스트레스때문인가용?	코로나 증상이 많던데 정확히 어떤 증상이 있나요? 제가 지금 감기가 걸렸거든요..... 어떤 증상이 코로나 증상이고 저는 코로나 증상에 걸렸는지도 궁금합니다! 그리고 만약...	"[""\u200b         Loading... player_likesound_mutesound_mutesound_volume2sound_volume3 [x]Player Size:0 x 0Current Resolution:0PMax Abr Resolution:0PProtocol:pdCurrent Bandwidth:Average Bandwidth:Buffer Health:Frame Drop Rate:0/0 도움말라이센스Video Statistic Version 4.17.48 (PD)Build Date (2020/2/12)NAVER Corp.     동영상 인코딩 중입니다.5분 이상 소요될 수 있으며, 영상의 길이에 따라 소요 시간은 달라집니다. topleft rightbottom마우스를 드래그 하세요360° Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다.선거광고 안내       음소거00:00 | 00:00 화질 선택 옵션 화질  전체화면   광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다.SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다.도움말 플레이어 URL 복사 레이어 닫기         반갑습니다. 하이닥-네이버 지식iN 상담의 닥터초이 입니다.  영상답변드립니다. 감사합니다.  관련해서 더 궁금한 내용은  제 유튜브 채널 '여러분의 닥터초이'를  참고해주시면 좋겠습니다.""]"	작성일2020.02.26
13	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60803&docId=348198360&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=14&search_sort=0&spq=0	인천 감기와 출근과 코로나바이러스	감기에 걸린것 같습니다 편도가 붓고 기침할때 머리까지 어지럽습니다.내일 출근해야합니다 ,뚜벅이면서 교통편이 안좋아 버스와 지하철을 같이 이용합니다 버스는 33번이나 12번을 주로 타구요 인천에서 살아요 중국 방문이력은 없지만 타고다니는 버스에 중국인이 많이 있었어요.만약이게 코로나바이러스면 산재처리 받을수 있을까요?그러나, 단순감기였으면 ,무단결근처리 되는건가요?	['안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 강준혁입니다.\u200b온 나라가 관련 뉴스로 떠들썩한데 걱정과 불안이 많으실 것으로 생각됩니다.\u200b1. 코로나 바이러스일 경우 산재 신청이 가능한가요?출근길에 확진자와 동선이 겹쳐 감염되었다면 산재 신청의 가능성이 있습니다.\u200b2. 단순 감기라면 무단 결근이 되는 건가요?보건 당국의 지시로 격리되었다면 차후 음성으로 확인되어도 무단 결근으로 처리할 수는 없을 것으로 보입니다.\u200b그러나 무단 결근을 논할 극단적인 상황을 맞이하기 전에 사업주에게 병원 진료를 받거나 격리의 필요성이 느껴진다는 점을 충분히 설명하고 공식적으로 휴직을 승인받는 것이 가장 바람직해 보입니다.\u200b보다 자세한 내용은 네임 카드에 적힌 번호로 연락해 주시면 상세히 설명드리겠습니다.\u200b\u200b답변이 도움이 되셨길 바랍니다.\u200b\u200b감사합니다.\u200b']	작성일2020.02.25
14	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60220&docId=348245274&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=15&search_sort=0&spq=0	코로나로 헬스장 환불요청	헬스장 2월1일부터 운동 하는걸로 3개월 등록 했는데 코로나가 심해져 환불 원했더니 계약금 10% 빼고 환불 가능하다 하여 그냥 1개월 연장 했습니다 계약 기간중 한번만 최대 한달까지 연장 가능하다 해서요 그런데 코로나가 더심해져서 헬스장 자체가 2월 넷째주부터 2주이상 잠정휴관 한다고 합니다 원래데로면 저는 3월1일부터 가야하고요 이런경우 환불해도 10%빼고 받아야 하나요? 한번도 안갔는데 가족3명 등록한거라 10%금액이 작은게 아니라 좀 억울한 기분이 드네요~~	['안녕하세요. 로톡-네이버 지식iN 상담변호사 송현우 입니다.\u200b코로나가 유행한다는 것만으로는 중대한 사정변경으로 보기 어려울 것 같습니다. 계약목적을 달성할 수 없는 사정이 있는 것도 아닙니다. \u200b잠정휴관 부분은 나중에 추가하신것 같은데, 잠정휴관된 기간동안 사용하지 못한 것을 손해배상 조로 구하는 것과 별개로 계약자체의 취소와 수수료 없는 환불이 가능할지는 의문이라는 것입니다.']	작성일2020.02.26
15	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60802&docId=348060994&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=16&search_sort=0&spq=0	코로나로 인한 매출감소 해고가 정당한가요	코로나로 인해 매출이 반토막이고 5인 사업장이라 규모가 작아 타격도 큽니다 해고를 하면 각종 지원금이 끊기는 걸로 알고 있는데 이런 재난재해 같은 코로나 때문에 매출감소가 심각한데 매출부진에 의한 정당해고로 1명정도 해고한다고 지원금이 끊기지 않게 할 수는 없나요	['안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 박병규 입니다.\u200b안타깝습니다. 매출감소로 인한 해고는 현행 판례와 법체계에서는 불가합니다.\u200b판례는 수년간 적자가 누적된 경우에 한해 해고가 가능하다는 입장입니다.\u200b소규모 사업장에서는 정말 가능한 이야기가 아닙니다.\u200b직원이 자발적으로 사직해주지 않는 이상 해고는 불가하며, 해고시 고용유지 지원금이 지급될 수 없습니다.\u200b딱히 다른 방법이 없어 답변드리기도 죄송하네요.\u200b힘내시고 직원분과 잘 협의해보시기 바랍니다.']	작성일2020.02.24
16	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70117&docId=348502622&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=17&search_sort=0&spq=0	코로나인지 몸살인지 뭔지 모르겠어요. .	안녕하세요이틀전부터 근육통 두통 인후통 오한 몸살이 시작됬구요입안이 헐더니 저렇게 하얀색 동그라미처럼 생긴게 입안곳곳에 생겼어요 . 음식이나 물 삼킬때 찢어질듯이 아프고요.두통은 뒷골이 쌔-한것처럼 지끈지끈아파요근육통 몸살때문에 어디 짚지를 못하겠어요약국에서 받아온 몸살감기약도 매끼마다 먹었는데 몇시간 효과보다가 다시 원상복구되더라고요열은 전혀없다가 오늘부터 나고 있어요아프기 일주일전쯤 일본에서 온 친척 만나긴했어요ㅠㅠ가족들은 아무 증상 없고 저만 그래요괜히 불안해서 내일 코로나 검사 해보러가긴 하려고하는데증상들이 다 비슷비슷해서 몸이 왜 이러는지 모르겠네요코로나인것같기도하고, 몸살인것같기도하고, 대상포진인가싶기도하고, 헤르페스인가싶기도해요..답변 부탁드립니다!!	['지금은 경과를 지켜보고계셔도 될것같아요열이오르는지 자주 측정해보세요\u200b나라에서 새로운지침을 발표했습니다주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다\u200b궤양은  아프타성 궤양으로 생각됩니다헤르페스나 대상포진은 아닌것 같습니다']	작성일2020.02.28
17	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70103&docId=348254092&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=18&search_sort=0&spq=0	코로나 비 먹음	저가 어제 실수로 코로나 빗방울 먹었는데 코로나 안걸리겠죠 ? .. 지금 기침은 안하는데 하고싶은 느낌이고 목은 원래부터 아팠는데.. 코로나 일까요 ? 대구 동구 살고 확진자 얼마 없는데..	['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.하루 이틀 지켜 보시고 증상 지속 하면1339나 120이나 보건소 연락해서 상담 받아보세요.코로나 바이러스 감염 가능성 적어요.\u200b\u200b']	작성일2020.02.26
18	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60802&docId=348100572&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=19&search_sort=0&spq=0	코로나 바이러스로 인한 개인연차 사용	코로나바이러스로 인하여 회사 정문에 체온계가 놓여졌는데요, 37.5도 이상의 발열증세가 있을 시 회사에서 바로 귀가조치를 하고, 자가격리 태세를 취하라고 공지가 떴습니다.그런데 자가격리가 되었을 때 개인연차를 소진하라고 하는데요, 이게 맞나요? 제 의지와 상관없이 회사에서 집에 보냈는데 개인연차를 쓰라는게 말이 안되는 것 같아서요... 제가 근로자 관련 법은 잘 몰라서, 상세하게 설명 부탁드립니다	['안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 이준우 입니다.\u200b코로나 바이러스 관련해서 고용노동부의 입장이 발표되었습니다.\u200b고용노동부는 1. 사업장 내 근로자 중 확진자, 의심자, 밀접접촉자가 있어 추가 감염 방지를 위해 불가항력적으로 휴업하는 경우에는 휴업수당(평균임금의 70%)을 지급하지 않아도 된다고 하나, 2. 코로나로 인한 매출 감소, 영업부진 등으로 휴업하는 경우에는 휴업수당을 지급하여야 한다는 입장입니다.\u200b따라서 귀 사업장에 확진자, 의심자, 밀접접촉자 등이 있는 경우가 아니라면 2의 경우에 해당하여 휴업수당이 지급되어야 합니다.\u200b이에 대해 휴업수당을 주지 않고 개인의 동의없이 연차로 처리하는 것은 타당하지 않습니다.\u200b물론, 근로자 개인의 의사로 연차휴가를 쓰는 것은 무방합니다.\u200b답변이 도움되셨길 바랍니다.\u200b\u200b\u200b\u200b\u200b\u200b\u200b']	작성일2020.02.24
19	https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60802&docId=348206487&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=20&search_sort=0&spq=0	코로나 무급휴가	3월말에 퇴직을 하려고 계획을 세워놨습니다 3월1일~9일까지 코로나 때문에 매출부진으로 무급휴가를 준다고 합니다퇴직금이 퇴직일 기준 3개월 총금액에서 평균임금을 계산해서 주는걸로 아는데요제가 세전 1월 205만원, 2월에 월급 올라서 215만원 받았고 3월에도 215만원 받을 예정인데요3월31일까지 근무하고 관두면 1월,2월,3월 받은 달 급여로 3개월 금액 책정하는건가요?아니면 2월,3월,4월 받은 급여로 퇴직금 금액을 책정하는건가요?	['안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 백승재 입니다.\u200b1. 일단, 무급휴가를 줄 수 없습니다.\u200b사업주 사정이 이해 안가는 것은 아니나, 휴업수당을 지급하는 것이 맞습니다.평균임금의 70퍼센트입니다. 청구할 수 있습니다.\u200b2. 또한 휴업기간의 임금(휴업수당)과 그 기간을 동시에 제외하고 퇴직금 계산을 하니(평균임금산출)근로자에게 불리하지 않습니다.\u200b 3.31까지 근무하고 퇴직을 하시면,원래는 1.1~3.31의 임금과 기간으로 계산하는데(3달임금/91일),\u200b선생님은 이중에서 3.1~3.9사이의 임금과 9일을 동시에 빼고 계산합니다.(3달임금-9일치임금)/(91일-9일)근로기준법 시행령 2조의 내용입니다. \u200b아래 코로나 휴업수당 동영상을 참고해주세요.추후에라도 청구할 수 있습니다.\u200bhttps://youtu.be/go9eQy8AQrw                 \u200b']	작성일2020.02.25
20	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70103&docId=348188446&qb=7L2U66Gc64KY&enc=utf8&section=kin&rank=21&search_sort=0&spq=0	코로나 미열	서울에 사는 중2 여학생입니다. 아침에 37.2도로 미열이 있어서 다시 좀 잔다음에 일어나서 점심을 먹고 따듯한 보리차를 마셨더니 좀 내려가서 결국 36.9도까지 내렸습니다. 근데 시간이 지나 다시 재보니 다시 37.3도 정도 이더라고요.(근데 다시 쟀을때 아픈증상 하나도 없었고 오히려 더 좋아진 느낌이었습니다.) 열이 있는거 외에는 가끔씩 목이 건조하다고 느껴지는 것 그리고 열이 나서 눈쪽이 따듯?하다는걸 느끼는 것밖에 없습니다. ㄱ근데 이런 미열이 있는지 3,4일정도 됬습니다 외출 멀리 안갔고요 학원밖에 안다녔습니다.. 혹시 코로나인가요? 아님단순 감기인가요..??	['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 이세라 입니다.\u200b코로나19바이러스 감염은 일반적인 감기 증상과 전혀 구분할 수 없는 상황입니다. 그것이 더 의료인이 아닌 비의료인의 입장에서는 답답할 것으로 보입니다. 이에 따라 코로나19 바이러스 감염과 관련된 질문과 궁금증이 많을 것입니다. 하지만 대부분의 질문의 경우 현재의 증상만으로는 구분이 불가능하거나 코로나 바이러스 감염의 가능성이 떨어집니다. 즉 경과 관찰이 필요합니다. \u200b코로나19 감염 여부와 상관없이 당분간 지속적으로 마스크와 손씻기를 해야합니다. 또한 건강한 사람의 경우 크게 건강을 위협하는 문제되지 않으므로 일상 생활에서 충분한 수분 과 영양섭취, 비타민이나 미네랄을 보충하고 면역단백질을 형성하는데 도움이 될 수 있는 각종 단백질 섭취을 섭치하는 것이 좋습니다. 음주와 과음은 당연히 피해야 할 것입니다. 그리고 휴식과 수면을 통해 면역을 유지하도록 노력하시기 바랍니다.\u200b\u200b아울러 불필요한 해외 여행은 특히 삼가하는 것이 좋겠습니다.\u200b모두 개인위생을 철저히 하여 코로나19바이러스 감염이 되지 않도록 서로서로 노력해야 할 시기입니다.']	작성일2020.02.25
