,url,date,q_title,q_content
10,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=7010101&docId=350497974&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=11&search_sort=0&spq=0,2020.03.20,코로나걸리면 완치되도 폐회복안된다는거,팩트인가요?선동인가요? 팩트맞으면 링크좀달아주세요
11,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=1103&docId=346692644&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=12&search_sort=0&spq=0,2020.02.07,코로나바이러스가 유행중이잖아요?,전 학생이고 코로나바이러스가 유행중이잖아요?근데 담주에 일본으로 여행가게됐는데 여행을 갔다오면 2주동안 학교를 못나오게 한다고하는데 이거 팩트인가요?
12,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080307&docId=347932570&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=13&search_sort=0&spq=0,2020.02.22,코로나19 국내현황, 
13,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70115&docId=348265096&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=14&search_sort=0&spq=0,2020.02.26,코로나 19,저 코로나 증상중에 가래랑 기침 그리고 콧물 있는데요 콧물은 코로나 증상 아니라던데 맞나여? 그리고 제가 그것 말고는 아픈데가 없거든요? 근데 요즘 날씨에 후드집업만 입고 다녔었거든요 그러면 그냥 감기일까요? 아니면 위험한가요..? 15살이에요 혹시 도움될까봐
14,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70107&docId=348662513&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=15&search_sort=0&spq=0,2020.03.01,코로나 증상,코로나 걸리면 증상이 어떻나요.
15,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=710&docId=348375664&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=16&search_sort=0&spq=0,2020.02.27,코로나바이러스염도에서 죽나 팩트 체크,얼마전에 문자를받앗는데지구상의 바이러스는 0.9%의 소금물에서 다 죽는다는데요. 사실입니까? 누가봐도 구라같은데
16,https://kin.naver.com/qna/detail.nhn?d1id=13&dirId=130104&docId=349137667&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=17&search_sort=0&spq=0,2020.03.06,코로나19 관련 거짓뉴스와 과학적 내용,과학적으로 팩트체크할 수 있는 코로나19 관련 거짓뉴스를 알려주세요! (예를 들어 락스로 셀프 소독을 한다든지 그런거요) 그리고 그 거짓뉴스에서 어떤 부분이 과학적으로 팩트체크할 수 있는지 알려주세요
17,https://kin.naver.com/qna/detail.nhn?d1id=3&dirId=30207&docId=348254669&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=18&search_sort=0&spq=0,2020.02.26,더팩트 뮤직어워드 티켓,이번에 더팩트 뮤직어워드가 코로나19 때문에 하반기로 미뤄진다고 하는데 그럼 티켓은 어떻게 되나요? 나중에 다시 티켓팅을 해야하나요? 수수료 없이 환불이라는데..
18,https://kin.naver.com/qna/detail.nhn?d1id=1&dirId=1060113&docId=348044695&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=19&search_sort=0&spq=0,2020.02.24,이거 코로나 앱인가요?,앱이 아니면 어디서 볼 수 있나요?
19,https://kin.naver.com/qna/detail.nhn?d1id=3&dirId=30207&docId=349353283&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=20&search_sort=0&spq=0,2020.03.09,2020더팩트 뮤직 어워즈,더팩트 뮤직 어워즈 코로나 때문에 연기된거잖아요..그럼 올해 2020년에는 안하는건가요?? 아님 코로나 잠잠해지면 그때 한다는건가요?그리고 혹시 투표도 다시 해야되는건가요?
20,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70402&docId=347940856&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=21&search_sort=0&spq=0,2020.02.22,코로나19 . 우한폐렴,우한폐렴이라고 초반에 방송에서 말하다가신종코로나. 그리고 코로나19로 변경되었는데요우한폐렴으로 아직도 부르면 우파고 코로나19로 부르면 좌파에요??아니 둘 다 똑같은 의미인거 아는데유튜브채팅에서 이걸로 싸우던데..잘 모르겠어서요
21,https://kin.naver.com/qna/detail.nhn?d1id=3&dirId=30207&docId=348557189&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=22&search_sort=0&spq=0,2020.02.29,2020더팩트뮤직어워드 오늘하나요?,오는 29일에 예정이였던 더팩트 뮤직어워드 오늘 안하나요?? 채널보니까 편성이 나와있지 않아서요 아시는분 알려쥬세요!!!!
22,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60105&docId=350404355&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=23&search_sort=0&spq=0,2020.03.19,코로나19 정보 찾아 헤매지 말고 ‘여기’서 한번에!, 
23,https://kin.naver.com/qna/detail.nhn?d1id=3&dirId=302140101&docId=347754933&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=24&search_sort=0&spq=0,2020.02.20,더팩트 취소할까요 말까요,코로나 때문에 더팩트를 못갈것 같은데 솔직히 저는 가고 싶거든요 근데 엄마가 가지말자고 하셔서 너무너무너무 고민되요 취소수수료도 거기에 도착한 날짜에 따라 다른데 진짜 너무 가고 싶어요 연기 진짜진짜ㅏ 안될까요
24,https://kin.naver.com/qna/detail.nhn?d1id=3&dirId=308&docId=347864548&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=25&search_sort=0&spq=0,2020.02.21,더팩트 뮤직어워즈 연기,코로나 때문에 더팩트가 연기된다고 들었는데 제가 티켓팅을 성공했어서 그런데 티켓팅을 다시 하거나 그러진 않겠죠?ㅠㅠㅠ
25,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=7010101&docId=348196972&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=26&search_sort=0&spq=0,2020.02.25,코로나 vs 신종플루 vs 독감,코로나 관련해서 30명정도 걸렷을땐 저도 별로 심각하게 생각하지 않았는데 현재 거의 천명 가까이 걸린 이 시점에서 걱정을 하니 누나는 독감이나 신종플루가 더 위험하고 교통사고로 죽는사람이 더 많겠다 며 괜히 걱정한다며 그냥 정치적프레임으로 이용한다고 말하는데 저희누나가 그쪽 성향이 있기도하고 아무리 생각해도 그런데 이렇게 이슈가되는게 말이 안되는 거 같아서 독감이나 신종플루 보다 더 이 코로나가 논란이 되고있는이유와 만약 이게 별게 아니라면 뉴스들에서 매일 이슈되고있는 이유는 무엇이며 다른나라에서도 급하게 반응하는 이유가 무엇인가요 정확한 팩트와 증거들로 말을 해주시면 감사하겠습니다. 위험하다면 왜 더 위험한지에 대한 논리를 펼쳐주시면 감사합니다.
26,https://kin.naver.com/qna/detail.nhn?d1id=12&dirId=120914&docId=347859922&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=27&search_sort=0&spq=0,2020.02.21,부천 뉴코아 코로나,오늘 부천 뉴코아에서 코로나 때문에 사람 쓰러졌다는데 사진까지 봤는데 진짜 일까요?? 넘 무섭네요ㅜㅜ
27,https://kin.naver.com/qna/detail.nhn?d1id=3&dirId=30207&docId=349082570&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=28&search_sort=0&spq=0,2020.03.06,더팩트뮤직어워즈 질문이요,더팩트에서 올해 하반기로 잠정연기한다고 했는데연기 공지 뜨기전에 위메프측에서 환불해줬거든요그러면 티켓은 어떻게 되는건가요..?
28,https://kin.naver.com/qna/detail.nhn?d1id=3&dirId=30103&docId=348196832&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=29&search_sort=0&spq=0,2020.02.25,한국 정부 코로나 대처 견해,제 친구가 신천지 터지기전까진 코로나에 대해 한국 정부가 대처를 잘하고 있었다며 정부를 비판하고 있는 저를 이해하지 못하는거 같은데 한국 정부가 신천지터지기 전까진 대처를 잘했나요? 신천지 터지기 전에도 마스크 중국에 먼저 배급 중국인 입국 금지령 안한거 등 대처를 잘 하지 못했다 생각하는데 팩트만 알려주세요
29,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=61401&docId=348069212&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=30&search_sort=0&spq=0,2020.02.24,코로나 대구 봉쇄 ㄷㄷ,코로나 대구 봉쇄 실검에 떳는데 정부가 대구 봉쇄한다고 한적 있나요? 아니면 저 대구 봉쇄는 어디서 나온 말인가요정확한 팩트 답변해주세요.
30,https://kin.naver.com/qna/detail.nhn?d1id=3&dirId=30207&docId=348720367&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=31&search_sort=0&spq=0,2020.03.02,더팩트 뮤직 어워드 하반기로 연기 된 거면 취소 된 게 아닌 이상 결국 간다는 거 아닌가요? 꼭 환불 해야 돼요?? 위메프에서 위메프에 계좌번호 남기라고 문자가 와서요내공 (100), 
31,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=612&docId=348069169&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=32&search_sort=0&spq=0,2020.02.24,코로나19 31번 환자 신천지,코로나19 감염된 31번 신천지 환자가몇 명을 감염시킨건가요?팩트만 말해주세요 뇌피셜 ㄴㄴ
32,https://kin.naver.com/qna/detail.nhn?d1id=3&dirId=30207&docId=348502272&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=33&search_sort=0&spq=0,2020.02.28,더팩트뮤직어워드 취소 환불,제가 내일 있는 더팩트뮤직어워드 환불 문자가 와서 오늘 환불절차를 밟았는데 알고보니깐 보존할 수 있는 게 있더라고요ㅠㅠㅠ왜 몰랐죠 저는ㅠㅠㅠㅠ하...ㅠㅠ저는 이벤트 당첨이 아니라 티켓팅으로 자리를 잡았던건데 혹시 티켓팅 한 사람들도 자리 보존이 가능했었던건가요???ㅠㅠㅠㅠㅠ만약 그랬던거라면 하...이미 환불절차를 밟았으니 돌이킬수는 없겠죠ㅠㅠㅠ아...왜 몰랐지..
33,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60906&docId=348519239&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=34&search_sort=0&spq=0,2020.02.29,신천지 코로나,"지금 코로나 바이러스 확산 이유가 신천지 교인이 우한에 갔다가 일반인과 신천지 교인에게 감염됐다고 들었는데1. 신천지 교인이 우한에 간것이 팩트에요?2. 확산된것이 정말 신천지 때문인가요?솔직한 답변을 듣고싶습니다, 한쪽으로 치우친 답변이 아닌 객관적인 답변 부탁드립니다"
34,https://kin.naver.com/qna/detail.nhn?d1id=3&dirId=30104&docId=347803292&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=35&search_sort=0&spq=0,2020.02.21,진짜 개급해요ㅠㅠㅠㅠ더팩트뮤직어워즈,용인살아서 고척돔까지가는데 버스지하철타고1시간 30분걸려서 그런데 혹시 작년 더팩트 몇시에 끝났나요????ㅠㅠㅠㅠ 그리고 막차끊기기전에 갈 수 있을까요..?부탁드려요ㅜㅜ!!
35,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70402&docId=346580971&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=36&search_sort=0&spq=0,2020.02.06,신종 코로나 바이러스 에어필터 마스크 예방 여부,안녕하세요 제가 듣기론 n95 등 에어필터 마스크가 필터에 공기에 들어가 코로나 바이러스 예방이 안 된다 그러는게 그게 정확한 팩트이고 사실인가요?
36,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=61404&docId=350247207&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=37&search_sort=0&spq=0,2020.03.17,"현 정부문재인의 업적, 잘한것과 못한것 팩트로 사실 그대로 알려주세요",고등학생인데 문재인 대통령이 딱히 잘하는건 없다고 생각하는데 아프리카티비 방송에서 정치를 방송하는 bj한분이 계신데 막 코로나가 감기다 신천지가 병을 퍼뜨렸다 마스크는 쓰면 안된다 라고 하던데 저는 잘 모르겠어요 들어보면 그쪽 말도 맞는거 같은데 또 생각해보면 코로나가 감기면 왜 여러나라들이 입국금지를 하고 경제에 미치는 영향을 보면 의문이 듭니다 아프리카 방송에서는 정부가 대처를 잘하고 있다 김치 잘먹고 잠 잘자면 안걸린다 하는데 정말 그런건가요? 그럼 대구 사람들은 김치를 안먹어서 코로나에 걸린건가요? 말이 안되지 않습니까? 이상하게 논리는 맞더라고요 뭐 면역력이 높아진다나 뭐라나 정확히 팩트로 사실 그대로 알려주세요 열심히 이해하고 익히고 써먹겠습니다 근거있는 사실로 잘한것과 못한것을 알려주세요
37,https://kin.naver.com/qna/detail.nhn?d1id=3&dirId=302140102&docId=347856136&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=38&search_sort=0&spq=0,2020.02.21,내공80더팩트뮤직어워즈 연기?더팩트뮤직어워즈 연기됬나요?공식입장 나왔나요?내고 80, 
38,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=612&docId=349218082&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=39&search_sort=0&spq=0,2020.03.07,국내 코로나의 확산이유는?,솔직히 저희집 부모님은 문재인 대통령이 잘못하고 있다고 말하셔서요 듣기로는 세월호때 컵라면 먹은걸로 뭐라해놓고 본인은 이시국에 짜파구리 메르스때 사망자들 어쩔꺼냐고 정부가 컨트롤타워 해야지 하면서 본인이 지금 대통령인데 사망자 확진자 엄청나게 늘어나고 있고 걱정말고 경제활동 하라고 했으면서 지금 코로나 미친듯이 퍼지고 있고 또 제일 궁금한부분 코로나가 이렇게 퍼진이유는 중국인 입국금지 안해서다 아니면 신천지 때문인거다 이렇게 싸우는데 뭐가 맞는건가요... 팩트를 알고 싶습니다.
39,https://kin.naver.com/qna/detail.nhn?d1id=5&dirId=50801&docId=348159361&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=40&search_sort=0&spq=0,2020.02.25,코로나 대비 영양제 복용방법 급히 궁금합니다 내공100걸게요,코로나는 본인 면역을 키워야한다는데..현재 먹고있는 영양제입니다아침 프로폴리스2알 오메가3 1알 아연젤리점심 식전 발효홍삼 식후 비타민c1000 비오틴10000저녁 마그네슘+비타민D 함께든것1알 밀크시슬이중 순서 추천이나함께 복용했을때 좋지않거나 좋은조합있으면 추천해주세오
40,https://kin.naver.com/qna/detail.nhn?d1id=10&dirId=1001020203&docId=347851448&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=41&search_sort=0&spq=0,2020.02.21,더팩트 당첨,더팩트 첫 이벤트였던 아이돌 라이브에서 당첨 됐는데 자리는 어디일까요ㅠㅠ? 현장수령이니 랜덤으로 손추첨 하는건가요?
41,https://kin.naver.com/qna/detail.nhn?d1id=5&dirId=509&docId=348486516&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=42&search_sort=0&spq=0,2020.02.28,코로나바이러스,코로나가 생긴 이유 알려주세요
42,https://kin.naver.com/qna/detail.nhn?d1id=3&dirId=30207&docId=349048892&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=43&search_sort=0&spq=0,2020.03.05,더팩트 뮤직어워즈 취소,안녕하세요 전 위메프로 예매를 성공한 사람인데요 코로나 때문에 연기한다고 하는건 알겠는데 이미 팃켓팅에 성공한 저는 헛수고가 된건가요? 제가 받은 티켓은 이젠 무용지물이 된건가요? 전또다시 티켓팅을 해야하는건가요?
43,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=611&docId=349669168&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=44&search_sort=0&spq=0,2020.03.12,WHO가 코로나 때문에 팬데믹을 선언햇던데그럼 이제 뭐가 어떻게 달라지는지 알고싶습니다, 
44,https://kin.naver.com/qna/detail.nhn?d1id=3&dirId=308&docId=347865224&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=45&search_sort=0&spq=0,2020.02.21,더팩트뮤직어워즈,더팩트 연기 된거면 하반기라는데 11월달 쯤에 하는건가요 ???ㅠㅠ 연기까지는 괜찮은데 티켓 환불은 왜하죠 ? ㅠㅠㅠ 이건 그냥 취소하는거랑 마찬가지 아닌가요 ?? ㅠㅠㅠ
45,https://kin.naver.com/qna/detail.nhn?d1id=3&dirId=30202&docId=347797839&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=46&search_sort=0&spq=0,2020.02.21,내공30다음주 토요일 더팩트 뮤직 어워즈티켓팅 성공해서 가는데 코로나때뮨에 걱정인데 시상식 당일까지 지금처럼 심각하려나여 ㅠㅠㅠ̑̈ 그리고 많이 위험할까요 ㅠㅠ̑̈???, 
46,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=710&docId=351514994&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=47&search_sort=0&spq=0,2020.03.29,코로나 이런 경우에도 무증상 감염일 수 있나요?,의학관련 전문 지식이나 전문 서적등 확실한 팩트를 알고계시는분만 답글 달아주시면 감사하겠습니다 몇일전에 지인이 캐나다에서 한국 입국후에 자가격리 2주를 권고받고 혹시몰라 보건소에서 코로나 검사를 진행했습니다. 결과는 다행히도 음성이 나왔지만 무증상 감염자 라는 말이 떠돌고 있어서 아직도 불안함을 느끼고 있어서 질문 드립니다. 애초에 코로나 검사에서 음성이 나왔으면 그걸로 끝. 아닌가요? 아무것도 모르고 있다가 혹시몰라 검사했는데 양성이 뜨는 경우가 무증상 감염이지 애초에 검사 결과가 음성인데 이것도 추후에 무증상 감염이 될 수 있는건가 싶어서 질문드립니다
47,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=710&docId=347995673&qb=7L2U66Gc64KYIO2Mqe2KuOyduOqwgOyalA==&enc=utf8&section=kin&rank=48&search_sort=0&spq=0,2020.02.23,코로나 증상,어제 살짝 비를 맞긴했지만 기침이 5번이나 나왓는데 코로나 증상인가요?.. 걱정이 많아서ㅠ
