,url,date,q_title,q_content
10,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60103&docId=348519249&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=11&search_sort=0&spq=0,2020.02.29,코로나 역학조사,코로나 걸리면 역학조사 뭐뭐 해요?
11,https://kin.naver.com/qna/detail.nhn?d1id=5&dirId=5010601&docId=349998049&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=12&search_sort=0&spq=0,2020.03.15,중국 코로나 19 현황,중국이 지금 코로나가 안정되고 있다면서 하루 추가 확진자가 10명대로 줄었다던데 이거 진짜가요?근데 이게 말이 안되는게 중국은 코로나 발생지고 인구도 그렇게 많은데 추가 확진자가 10명대로 떨어졌다는게 당연히 거짓뉴스 아닌가요 심지어 약도 개발이 안됐잖아요
12,https://kin.naver.com/qna/detail.nhn?d1id=1&dirId=11002&docId=348356403&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=13&search_sort=0&spq=0,2020.02.27,내공100코로나 취업해도 괜찮을까요?,"요즘 코로나 퍼지고 있는데 취업해도 괜찮을까요??ㅠ충북 쪽이데 바이러스 때문에 알바도 그만뒀는데너무 심각하게 생각한건가라는 생각이 들긴 하는데솔직히 병이 신종이고 변종한다, 변종이 심해 치료제도 힘들거다이런 얘기도 많이 있고 무증상에 잠복기도 길고 사람마다 다르잖아요? 유튜브에서도 코로나에 대해 찾아보는데 뉴스에서 나온것보다더 자세히 나오더라구요 물론 거짓도 있겠지만전염이 너무 잘되고 무증상일 수 있고 잠복기가 언제인지도 모르고잠복기는 그렇다쳐도 무증상인데 심각할 때까지 모르는 케이스도 있고전염이 너무 잘되 기저질환있거나 노인분들 만나면 걸려서심각해질 수 있고.. 그럼 걸렸을 수도 있으니 가족, 친구 등등 만나지말고계속 혼자 몇달이 될지는 모르겠지만 자가격리하면서 지내야 하는거잖아요?근데 시간이 지나면 완전 사라지는건지 주변사람 만나도 괜찮은건지검사해도 여러번 검사했을 때 양성나오는 사람도 있고 중국, 캐나다에서확진자가 다시 양성 나왔다는데 완치된 사람들은 진짜 완치가 된건지도모르겠구요. 소수만 그런건지.. 갑자기 건강한 사람이 코로나 걸려서사망했단 기사도 나오고.. 뭐랄까 언제 발생할지 모르는 병이라는 생각에 무서워요 뉴스를 보면 그렇게 심각하게 얘기하지는 않는 것 같은데 제가제가 너무 심하게 걱정하는건가요??요즘 이런저런 생각이 많아 우울하네요..ㅠ제가 얘기한 내용이 다 사실 맞는지 아니면 이중에서 아닌것도 있나요?"
13,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=710&docId=350205244&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=14&search_sort=0&spq=0,2020.03.17,코로나 개학 연기,"코로나가 4월 6일로 개학이 되었네요,,정부 말에 의하면 4월 6일로 연기가 되었지만 상황을 보고 3월말에 개학을 할 수도 있다고 하는데, 확진자를 판명하는 기준이 달라졌다고 해서요 폐 섬유화가 50%진행되고 있어도 눈으로 보이지 않으니 코로나 확진자여도 증상이 없으면 검사대상이 안되고 초반에 음성으로 나오면 확진자로 안 친다면서요 그렇게 제대로 되지 않고 확진자 수를 거짓하는데 과연 안전한건가요? 솔직히 잘 못 미덥네요"
14,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=7010101&docId=348097436&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=15&search_sort=0&spq=0,2020.02.24,코로나19(우한폐렴) 이동동선 파악 기준,코로나 19 (우한폐렴) 확진자 이동 경로 파악에 대해 궁금한 게 있습니다.폐렴 증상이 발현된 후에 이동경로를 공개하는 것인지 궁금합니다.
15,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70111&docId=349609957&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=16&search_sort=0&spq=0,2020.03.11,코로나 완치자 믿어도 되요? 완치자들도 자가격리 해야하지 않을까요?,코로나 완치가 믿어도 되고 가능한가요? 여론을 안정 시킬려고 완치 안된 사람들 완치 됬다고 내보내는건 아닌가요!? 거짓 완치자들은 아니겠죠? 코로나 완치가 가능한가요?
16,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=7010107&docId=347987458&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=17&search_sort=0&spq=0,2020.02.23,코로나 관련 질문 (의사분들만 답변해주세요),"코로나 음성판정이 나온다고 했을때도 코로나가 걸린 상태일 수 있나요???  장항준 내과의사님 유튜브에서 봤는데요,코로나 바이러스는 9명만 거쳐도 1~2%가 바뀐다고 하더라고요. 그래서 음성판정이 나온다고 해서 안심할 수 없다는 내용으로 이해했습니다. 질문 : 코로나 음성판정이 나온다고 해도 잠복기이거나 변형된 바이러스에 전염되었을 경우에는 감염된 상태일 수도 있나요?"
17,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=61402&docId=348633259&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=18&search_sort=0&spq=0,2020.03.01,차이나게이트 진실좀 제발 알려주세요.,"안녕하세요. 흔히말하는 중도층이라는 딱히 어디 지지하는 색깔없는 청년입니다. 지금 한참 차이나게이트로 시끄러운데 진보보수 색깔론을 막론하고 이건 우리나라의 본질적인 문제같습니다만 왜 특정다수의 사람들은 일베,극우,새누리의 선동이라고 화를 내는거죠? 제가봐온 정보들로는 좌우 이념대립이아닌 3.1절에 독립운동개념으로 중국인들의 여론조작에서 해방하자는 뜻인거같은데https://youtu.be/CKbS6g3M2ig이 유투브의 내용이 거짓인가요? 왜 사람들이 화를내고 차이나게이트를 지지하는 사람들을 극우세력으로 몰고있나요"
18,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=7010102&docId=348161099&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=19&search_sort=0&spq=0,2020.02.25,대구 경북 코로나 봉쇄,대구 경북 쪽에 코로나 봉쇄 했나요?
19,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=7010101&docId=346978493&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=20&search_sort=0&spq=0,2020.02.11,코로나 바이러스 증상,제가 어제쯤인가 약간 몸살기가 돌더라구요.. 그래서 오늘 아침에 학교가서 보건실에서 열을 쟀더니 38.6도가 나왔어요... 그래서 보건쌤이 병원갔다가 집에 가라고 해서 내과?를 갔더니 거기선 단순 근육통일수도 있고 인파선염은 아닌것같대요 현재는 약먹고서 바로 열이 36.8도정도로 떨어진 상태구요. 코로나 바이러스를 의심해봐야되나요?... 독감주사 맞았어도 독감에 걸릴수 있대서 의사분께서 독감도 의심해볼수도 있다고하시더라구요. 뭐 가래는 제가 코로나 유행 전에도 자주 나왔고(물론 비흡연자) 기침은 제가 습관적으로... 버릇처럼 거짓기침(?) 그런걸 해서.........기침도 뭐 안한다고 봐도 될거같아요 코로나와 뭔 관련이 있을까요? 호흡하거나 그런건 비염때문에 코막히는거밖에 없구요 제가 지금까지 해외여행을 간적도 없어요 요즘 너무 코로나가 유행해서 그런지 걱정되서요 ㅠㅠ
20,https://kin.naver.com/qna/detail.nhn?d1id=9&dirId=9020203&docId=350560460&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=21&search_sort=0&spq=0,2020.03.20,코로나에 대해서,"1. 코로나를 통해 배울 수 있는 것이 뭘까요?2. 코로나에 대해 개인, 사회, 세계가 실천해야 하는 것이 뭘까요?"
21,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=111603&docId=347996162&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=22&search_sort=0&spq=0,2020.02.23,내공100코로나 역학조사 방법,코로나 바이러스 양성 판정으로 격리되면 역학조사는 무슨 기준으로 실시되나요?? 발열이나 기침 증상이 나타난 시점 기준으로 이동경로가 조사되는건가요?? 아니면 잠복기까지 계산해서 증상 나타나기 며칠 전부터 이동경로가 파악되는건가요??
22,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60215&docId=348794906&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=23&search_sort=0&spq=0,2020.03.03,코로나 확진 추적검사 시 질문,코로나 확진 후 추적검사 시 증상이 나타난 날을 기준으로 하루전부터 추적하는 건가요? 증상 발현한 날짜를 기준으로 그 전에 언제부터 언제까지 위험성이있다고 판단하는지 궁금해서요그 기준에따라 접촉자의 수가 확 달라지잖아요 ... 아시는 분 답변 부탁드립니다 ㅎㅎ
23,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=110103&docId=347871146&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=24&search_sort=0&spq=0,2020.02.21,노원 코로나,노원구에 코로나 확진자가 확실하게 있나요? 을지병원 폐쇠라고 하던데 진짜인가요?
24,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=111604&docId=345845870&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=25&search_sort=0&spq=0,2020.01.28,코로나 바이러스,"요즘 코로나 바이러스가 진짜 무서울 정도로 퍼지고 있는데 너무 무서워서 궁금한 게 있습니다1.코로나 바이러스가 언제 쯤 잠잠해 질까요?2.메르스,사스 같은 경우 발병 후에 몇 일? 몇 달뒤에 잠잠해 졌나요?3.보통 몇몇 사람들 생각처럼 살 사람은 살 수 있나요?4.중국 정부가 숨기는 게 있다고 말하던데 진짜인가요?가능성이 있는 말인가요?너무 무섭습니다. 지금까지 코로나 바이러스 관련 영상만 20개 넘게 보는 데 너무 무서워요"
25,https://kin.naver.com/qna/detail.nhn?d1id=9&dirId=90108&docId=345752423&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=26&search_sort=0&spq=0,2020.01.27,제가 강원도에 가는데..코로나..괜찮을까요..?,제가 이번주 1월 29~31일 까지 강원도 홍천으로 스키캠프를 가게 되었는데요...거기는 코로나 바이러스..괜찮을까요? 저 죽지는 않겠죠?ㅜㅠㅠㅠ
26,https://kin.naver.com/qna/detail.nhn?d1id=13&dirId=130707&docId=350353846&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=27&search_sort=0&spq=0,2020.03.18,코로나 걸렸는지 확인하는법 알려주세요,코로나 걸렸는지 아는법 알려주세요!!! 숨 10초 참는거 거짓이라고해서.. 정확한고 알려주세요ㅠㅠ
27,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60906&docId=348333212&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=28&search_sort=0&spq=0,2020.02.27,"통일교, 신천지 코로나19",신천지로 인해서 코로나19가 확산이 되었는데 세계적으로 뻗어 있는 통일교가 합동결혼식과 집회로 인해서 코로나19가 퍼졌을 확률이 있지 않을까요?
28,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=1116&docId=345848434&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=29&search_sort=0&spq=0,2020.01.28,신종 코로나 바이러스 증상,"요새 코로나 바이러스 때문에 걱정이 많아졌는데요.설 때문에 할머니 댁에 갔다오고, 또 휴게소도 3~4번 정도 들른 것 같습니다. 연휴 끝나고열이 살짝 있는 것 같고(미열, 집에 체온계가 없어 정확한 체온은 모름), 기침은 아주 가끔씩 합니다.(하루에5~6번 정도) 목은 뭔가 간지러운 느낌이 있고, 안에 아주 살짝 부은 느낌도 납니다. 이거 혹시 신종 코로나 바이러스 증상이 맞나요??.. 중국을 다녀온 적도 없고 공항 근처도 가지 않았습니다."
29,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=1116&docId=345921013&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=30&search_sort=0&spq=0,2020.01.29,코로나 바이러스,지금 코로나 바이러스백신이 완전히 만들어졌나요? 한국에서 지금 확진자가 나온 지역은 어디인가요? 코로나 바이러스는 언제쯤 없어질까요?
30,https://kin.naver.com/qna/detail.nhn?d1id=5&dirId=50501&docId=345849703&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=31&search_sort=0&spq=0,2020.01.28,코로나 관련 내공200,부천시 능동감시자가 12명이라는데 능동감시자란 뭔가요? 12명이면 위험한 수치인가요? 우한에 다녀오지않은 사람도 감염 될 정도 인가요? 내공 200겁니다
31,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=612&docId=345651754&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=32&search_sort=0&spq=0,2020.01.26,우환 폐렴/코로나 바이러스 미국,제가 지금 미국에 사는 유학생인데요 미국에서도 코로나 3명 걸렸다는데미국도 안전한곳은 아니겠죠?뉴스보는데 너무 걱정되네요ㅠㅠ 저희 지역이 중국 애들도 많고학교에 친한 중국애들도 많은데바이러스 하나 때문에 손절 하기도 조금 그렇고그래도 마스크 쓰고 다니는게 안전하겠죠?ㅠㅠ최대한 예방할수 있는 방법 있을까요?유튜브 보니깐 영화 감기처럼 인구가 거의 멸망할 수준이라는데 진짜인가요?ㅠㅠ
32,https://kin.naver.com/qna/detail.nhn?d1id=8&dirId=814&docId=345689854&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=33&search_sort=0&spq=0,2020.01.26,신종 코로나바이러스,안녕하세요 요즘 신종 코로나 바이러스가 유행하고 있잖아요ㅠㅠ 진짜 너무 무서워요ㅠㅠ 제가 눈에 다리끼 같은게 걸린 것 같은데... 코로나 바이러스 감염 아니겠죠? (손으로 눈을 비빈 것 같아요ㅠㅠ)
33,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60906&docId=348000302&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=34&search_sort=0&spq=0,2020.02.23,신천지 교주 코로나19 걸렸나요?,코로나 바이러스 감염자에 신천지 교인들도 있잖아요신천지 교주도 걸렸나요? (욕 아니고 궁금해서 물어보는것)
34,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60906&docId=347833913&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=35&search_sort=0&spq=0,2020.02.21,신천지 코로나,제가볼땐 신천지가 일부러 코로나 퍼트리면서 우리나라 터트릴거같지 않나요?
35,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60906&docId=347973652&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=36&search_sort=0&spq=0,2020.02.23,코로나19 신천지,신천지 교회 사람들이 신분 위장하고 코로나 옮기고 다닌다는데 이게 사실인가요?
36,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=61404&docId=347922023&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=37&search_sort=0&spq=0,2020.02.22,코로나와 관련한 행정부의 태도에 관한 질문,"대통령께서 코로나와 관련해 언급해 주신 말씀들이 계속 바뀌어 가는 것 같습니다. 걱정하지 말라, 관리 할 수 있다, 심각하다.. 이렇게요.. 많은걸 생각하고 걱정해야하는 한국의 지도자로서, 코로나와 병행하여 생각해야만 되는 여러가지가 있을거라는거 이해합니다.. 하지만 터지고나서 수습한다는 느낌을 지울수가 없는데요.. 초기대응에 관해 질문을 고수님들께 여쭤봅니다..처음에 터졌을때 약간 과하다 싶을 정도의 대응으로 이 위기를 헤쳐나갈수 있지 않았나요? 이낙연 전총리께서는 과한 대응을 주문하셨던 걸로 기억하는데, 왜 이렇게 너무 허술해보이는 걸까요? 문재인 대통령께서도 국민들의 생명보다, 경제성장률이나 보여주기식 요란한 대처로, 본인의 실수를 덮으려 하시는게 아닌지 의심스럽습니다..외교 경제도 살아야 할 수 있는것 아닌가요? 몇몇 국민은 사시나무 떨듯이 떠는데.. 그저 괜찮다 하시다가, 이제와서 경계단계지만, 심각에 준하는 대처라니요....질병에 대응하는것맛 봤을때, 문대통령께서 박근혜 전 대통령과 다르신게 도대체 뭐가 있나요...."
37,https://kin.naver.com/qna/detail.nhn?d1id=9&dirId=9020203&docId=346464526&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=38&search_sort=0&spq=0,2020.02.05,코로나 확산,코로나 확산때문에 어찌될지 막 거짓뉴스도 나오고하니더 커지니깐요
38,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70109&docId=345880323&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=39&search_sort=0&spq=0,2020.01.29,신종 코로나 바이러스 질문이요 (빨리),"제가 고등학생인데 중학생도 아니고 코로나바이러스가 무섭네요정부에서는 개학연기를 못 한다고 그러고 ,.1. 개학날 주중에 코로나 바이러스가 심해져서 갑자기 연기할수있을까요2.비상식량 사놓아야할까요3. 지금 사태가 심각한가요4.만약에 연기를 안해서 제가 학교 가야하는 날을 안가게된다면 질병으로 처리해야하나요"
39,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=1117&docId=345611031&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=40&search_sort=0&spq=0,2020.01.25,인천에도 코로나바이러스확진자 나타났나요?,인천에도 코로나바이러스 확진자 나타났나요 ㅠㅠㅠ 급해요 ㅠㅠ
40,https://kin.naver.com/qna/detail.nhn?d1id=6&dirId=60906&docId=347901920&qb=7L2U66Gc64KYIOqxsOynk+yduOqwgOyalA==&enc=utf8&section=kin&rank=41&search_sort=0&spq=0,2020.02.22,코로나 신천지 질문인데,그 사이비 ㅆ1ㅂr人Hヲآ들 때문에 걸린 인원이 몇 명이죠? 코로나 걸린 원인 중 사이비들로 인해 걸린 인원수요
