,answers,average_noun_counts,average_verb_counts
22,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 최연철 입니다. 신종코노라바이러스(우한 폐렴)에 대해 우려가 클 것으로 생각됩니다. 지금까지 우리나라에서 확인된 환자들의 동선을 정리한 홈페이지 입니다.              코로나 맵 : 코로나바이러스 현황 지도 Last-Update : 2020.02.03 08시 기준 출처 : 질병관리본부, 제보 제보나 피드백은 ehdgns1766@naver.com 코로나바이러스 현황 지도 개발자 정보 : 이동훈 확진자별로 이동경로를 확인할 수 있는 기능을 추가했습니다. 확진자 밑 화살표를 클릭해보세요 확진자 15 전체 1번째 2번째 3번째 4번째 5번째 6번째 7번째 8번째 9번째 10번째 11번째 12번째 13번째 14번째 15번째 유증상자 414 격리해제 327명 격리 중 87명 30km © NAVER Corp. /OpenStreetMap  coronamap.site            아직까지는 말씀하신 지역에 해당되는 환자는 없는 것으로 보이지만,외출시, 특히 사람이 많은 곳을 방문하실 때는 아래와 같은 예방수칙을 잘 지키시는 것이 중요합니다.                  도움이 되었길 바랍니다. 감사합니다. ",8.555555555555555,1.8888888888888888
23,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 전평식 입니다. 직접 연락을 해보세요.아마도 가능할 것입니다.,2.5,1.0
24,안녕하세요. 로시컴-네이버 지식iN 상담변호사 문종술 입니다. 자가 격리 후 함부로 주소지를 이동하면 안됩니다 B 집에 있을 예정이면 처음부터 B 집으로 주소지를 정해서 이동 하시길 바랍니다.   ,5.0,1.75
25,"""안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 성대진 입니다. 가장 정확한 답변은 법률조문입니다. 감염병예방법 제41조의2는 '사업주'가 국가로부터 유급휴가비용을 청구하여 지원을 받을 수 있습니다. 근로자는 직접 청구할 수는 없습니다. 사업주에게 부탁을 하는 것이 방법입니다. 제41조의2(사업주의 협조의무) ① 사업주는 근로자가 이 법에 따라 입원 또는 격리되는 경우 「근로기준법」 제60조 외에 그 입원 또는 격리기간 동안 유급휴가를 줄 수 있다. 이 경우 사업주가 국가로부터 유급휴가를 위한 비용을 지원 받을 때에는 유급휴가를 주어야 한다.② 사업주는 제1항에 따른 유급휴가를 이유로 해고나 그 밖의 불리한 처우를 하여서는 아니 되며, 유급휴가 기간에는 그 근로자를 해고하지 못한다. 다만, 사업을 계속할 수 없는 경우에는 그러하지 아니하다.③ 국가는 제1항에 따른 유급휴가를 위한 비용을 지원할 수 있다.④ 제3항에 따른 비용의 지원 범위 및 신청·지원 절차 등 필요한 사항은 대통령령으로 정한다.""",92.0,28.0
26,"1. KF94이상 마스크 착용하고 손소독제 갖고 다니면서 자주 손 씻어주면 예방할 수 있을까요? 물도 많이 먹으면 좋나요?==> 물은 무관할 것으로 보입니다. 모든 호흡기 바이러스 감염 예방에 도움이 되는 일반적인 방법을 시행하는 게 도움이 됩니다. 2.마스크 사는데도 돈이 많이 드는지라ㅠ KF94이상 마스크라면 교체안하고 하루종일 끼고 다녀도 될까요?==>  3.코로나 바이러스는 공기 중엔 돌아다니지 않는다는데 각막을 통한 감염 사례가 있다는건 공기 중에도 바이러스가 돌아다닌다는건가요? 그렇다면 어떻게 대처해야 할까요?==> 기침이나 재채기 때 튀어나오는 가래/침 등으로 인한 공기에 떠다니기 좋은 형태로 운반되는 바이러스는 어떤 점막이든 가서 생존할 수 있습니다만, 각막에 생착하려면 손으로 많이 비벼야 할 것 같습니다. 4.코로나 바이러스 얼마나 갈까요? 몇 달 정도 갈까요?===> 금년 상반기 내내 지속될 것이라는 예측이 지배적입니다. 5.사람 많은곳에 있으면 안된다는데 그럼 학교도 가면 안되는거 아닌가요?ㅠ 왜 개학연기를 안하는걸까요?===> 환자가 없는 곳이면 관계 없습니다. 단둘이 사는 집에서도 한명이 환자면 전염될 가능성이 높죠.",5.066666666666666,3.466666666666667
27,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 윤영수 입니다. 100% 아니다고 단언할 수는 없습니다. 현재 까지의 사례를 보고 판단 할 수 밖에 없는 데 재감염된 사례도 있기 때문입니다.  하지만 일반적 감기도 현재 많이 돌고 있기 때문에 증상은 비슷합니다. 콧물 나고 목 따갑고 미열 있고--해서 구분이 안가지요.  목을 자주 가글 해 주고 물 많이 마시고 경과 봐서 호전 없으면 1339로 연락 하던지 보건소 연락해서 의논해 보시고 필요 하다면 선별진료소 들러서 검사 재검 하는 것도 고려 할 수 있겠습니다.,5.428571428571429,3.857142857142857
28,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 최연철 입니다. 코로나바이러스-19에 감염되었을 경우 발열과 인후통, 호흡기 증상이 동반되는 경우가 많습니다.하지만 위와 같은 증상은 다른 바이러스나 세균 감염에 의해서도비슷하게 나타날수 있기 때문에 증상만으로 구별할수 없습니다. 질문자님께서 최근 코로나바이러스-19 감염증 환자 또는감염이 의심되는 사람과 접촉한 적이 있으시거나,환자가 많이 발생하는 지역에 계시다면 가능성이 조금더 높습니다. 진료 중이신 의료진에게 문의하시거나,염려가 되신다면 선별진료소를 방문하셔서 검사를 할지 상의하시길 권합니다. 질문자님의 쾌유를 빕니다. 감사합니다.",6.75,1.75
29,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.코로나19 검사 비용은 정부에서 전액 부담 하는걸로 알고 있어요.,4.666666666666667,1.3333333333333333
31,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.의사환자 : 확진환자의 증상발생 기간 중 확진환자와 접촉한 후 14일 이내에 발열(37.5 ℃ 이상) 또는 호흡기증상(기침, 인후통 등)이 나타난 자 조사대상유증상자  ① 의사의 소견에 따라 원인미상폐렴 등 코로나19가 의심되는 자  ② 중국(홍콩, 마카오 포함) 등 코로나바이러스감염증-19 지역 전파*가 있는 국가를 방문한 후 14일 이내에 발열(37.5℃ 이상) 또는 호흡기증상(기침, 호흡곤란 등)이 나타난 자       * WHO 홈페이지 참조(local transmission)  ③ 코로나바이러스감염증-19 국내 집단발생과 역학적 연관성이 있으며, 14일 이내 발열(37.5℃ 이상) 또는 호흡기증상(기침, 호흡곤란 등)이 나타난 자 두가지 방법이있는데요  1339에 전화를 해서 상담 받아보세요접촉력이 없다면 해열제를 먹지말고  열이 얼만큼 까지오르는지 지켜보면서 자가 격리를 하다가 열이 더많이 오르면  검사받는 방법비용지불을 하더라도 검사를 받아보시는 법증상이 많이 심하지않으면   첫번째를 추천드립니다",19.4,4.8
32,몸도 불편하신데  많이 답답하시겠습니다빨리 회복하셨으면 좋겠습니다검사 대상자나 검사를 원하시는 분들은 많고그래서 아마 선별검사를 하느라고 그런거 같습니다가까운 병원에서  치료를 마저 받으시면 될거같습니다하루만 더 견뎌보세요,3.0,2.5
34,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.이런경우 참으로 난감합니다정부차원에서 이런경우에 어떻게 해야하는지  대안을 내놓기전까지는  이런 혼란이 가라앉지 않을것 같아요질병관리본부에 민원을 넣어보시는 것이 어떨까요?당장은 방법이 없어보입니다,3.6666666666666665,2.3333333333333335
35,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.아무런 증상이 없는 사람이 무증상 자 입니다.아무런 증상없이 낫거나 사망 합니다. ,3.5,1.5
36,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.증상 지켜 보시고 증상 지속 하면1339나 보건고 연락해서 상담 해 보세요. ,5.666666666666667,1.6666666666666667
37,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.코로나 19 위기 단계가 심각단계로 격상되고 지역사회 전염환자가 발생하고 있습니다안타깝게도 증상만으로 코로나 감염을 알아낼수 없습니다대부분 감기몸살 증상이겠지만 증상이 심하거나 걱정이 많으신분들은 1339전화하셔서 안내 받으시면 됩니다,6.6,2.0
38,치료제개발은  복잡하고 시간도 많이 필요하고 비용도 많이 들어요개발하였다하더라도  효과도 검증해야하고부작용도  검증 받아야 하고안정성도 확인해야하고...비용이 너무 비싸도 대중화하기는 어렵겠지요?,3.75,1.75
39,아직까지는 알려진 바가 적지만그래도  가능성이 조금은 있을수있다고생각합니다,4.0,5.0
40,아마도  단순감기일 가능성이 높아요하지만 경과를 잘 지켜보셔야 합니다 나라에서  새로운지침을 발표했습니다주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다,6.4,1.8
41,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.가능성이 전혀없는 생각은 아니지만너무 불안해하실 필요없으십니다 지나친 불안감이 오히려 건강에 더 안좋습니다 어려운시기일 수록 마음을 굳게 먹어야 합니다지금이 바로 그때가 아닌가 싶습니다개인위생을 철저히 하면서 가벼운 운동은 해주시는 것이 좋을것 같습니다,4.0,2.3333333333333335
42,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.증상만으로 코로나를 알수 없지만  코로나는 아닌듯 합니다,4.0,1.6666666666666667
43,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.코로나 감염 거리 있어요.이틀정도 지켜 보시고 증상 지속하면1339나 120나 보건소 연락해 보세요. ,4.25,1.5
44,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.걱정 안하셔도 됩니다  개인위생은 철저히 하세요,3.25,1.0
45,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.하루 이틀 집에서 경과 보시고 증상 지속 하면 1339나 보건소 연락해 보세요. ,5.666666666666667,1.3333333333333333
48,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정경수 입니다.걱정되시면 1339나 동네 보건소에 전화문의해보신후에 병원을 방문하셔도 됩니다.질문자님의 증상은 상부호흡기 감염(단순 비염포함)이 의심되지만 정밀검사가 필요할 수도 있습니다. 단순감기인지 독감인지 우한 폐렴인지는 선별검사가 필요하답니다. 이비인후과 진료를 받아보시는게 도움되리라 생각됩니다.좋은하루되세요,6.285714285714286,1.4285714285714286
49,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 김규진 입니다. 몸에 열이나고 목에 이물질이 낀것 같은 증상이 있다고 하셨는데빠른 시간내에 보건소나 병원에 내원 하셔서검사를 받아보시기 바랍니다. 단순히 감기증상일수도 있고 아니면 다른 원인으로 생긴 증상일 수 있으니정확하게 검사를  받아보시고 치료를 하시는 것이 좋을 것 같습니다.,7.0,5.25
50,안녕하세요. 피부과전문의 이현태 입니다. 피부과로 질문이 잘 못 온 것 같군요.참고로 여행 예정일에 우한 폐렴 확산세가 잠잠해지면 모를까 당분간은 사람 많이 다니는장소는 피하는게 좋을 것 같은데요. 부산도 중국인들이 많이 찾는 곳이라서.     ,4.0,2.2
51,안녕하세요. 로시컴-네이버 지식iN 상담변호사 문종술 입니다. 저는 지금 미국 뉴욕이에요 다음주에 한국가는데 공항에 도착해서 짐을찾고 검사받는거에요 아니먼 검사를받고 짐을 찾는건가요? 짐이 많아서요  Answer: 짐을 찾고 검사를 받으시면 될 겁니다 그리고 무증상이 코로나 검사받고싶으면 검사비용은 얼마인가요? 유증상도 알려주세요! Answer: 16만원 정도인데 무증상자라도 코로나가 발생한 지역에서 한국을 방문한 경우처럼 상황상 코로나 검사를 해야 하는 상황에서는 무증상자라도 무료로 진료가 가능할 수도 있다고 합니다. 유증상자들은 비용을 국가가 부담한다고 합니다  계산은 한국돈으로 해야하나요 달러로 해도되나요? 3일동안 시설 격리한다고 하는데 그럼 3일은 비용이 얼마에요? 그후에는요? Answer: 당연히 한국돈으로 내야 하고 필요하다면 달러를 환전하는 것도 가능할 겁니다. 무증상자는 거주지가 명확하고 한국인 가족이 데리러 나온 경우 바로 집으로 갈 수 있을 겁니다 하지만 유증상자의 경우에는 선별 진료소에서 별도의 절차데로 검사를 받고 치료를 받아야 할 겁니다. ,5.0,2.3333333333333335
52,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.요즘 조금만 불편해도 코로나 때문에 걱정이 많습니다 증상만으로 코로나를 구별할수는 없지만 코로나는 아닌 듯하니 너무 걱정하지않으셔도 괜찮을것 같아요,4.75,1.5
53,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정경수 입니다.걱정되시면 1339나 동네 보건소에 전화문의해보신후에 병원을 방문하셔도 됩니다.질문자님의 증상은 상부호흡기 감염(단순 비염포함)이 의심되지만 정밀검사가 필요할 수도 있습니다. 단순감기인지 독감인지 코로나증상 같은 우한 폐렴인지는 선별검사가 필요하답니다.코로나는 점점 기침과 37.5도 이상의 열이 발생되기도 한답니다. 이비인후과 진료를 받아보시는게 도움되리라 생각됩니다.좋은하루되세요,6.375,1.5
54,걱정 많으시죠 요즈음?감염가능성은 거의 없으니 너무 걱정하지마시고개인위생에 철저하셔야 합니다,8.0,4.0
55,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 전평식 입니다. 저는 의사지만 질문 내용이 뭔지요?건강 상담이 아니면 답은 하지 않겠습니다.,3.75,1.25
56,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.원래 천식같은 질환을 앓은적이 있나요? 열은 몇도까지 오르나요?  감기일가능성이 높지만 경과 관찰이 필요합니다요즘 조금만 불편해도 코로나 때문에 걱정이 많습니다증상만으로 코로나를 구별할수는 없지만 코로나는 아닌 듯하니 너무 걱정하지않으셔도 괜찮을것 같아요,4.285714285714286,1.5714285714285714
57,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.요즘 조금만 불편해도 코로나 때문에 걱정이 많습니다경과를 좀 지켜보세요증상만으로 코로나를 구별할수는 없지만 코로나는 아닌 듯하니 너무 걱정하지않으셔도 괜찮을것 같아요,4.0,1.4
58,무증상감염자인거죠균을전파하고 다니는...,4.0,3.0
59,관찮으실겁니다 그래도  증상변화를  지켜보세요,1.0,1.0
61,코로나를 피검사로만 알수는 없지만코로나는 아닌듯 합니다속이 안좋은것은  술때문일수있고아니면 채하거나   장염초기증상일수 있어요,5.0,4.5
62,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다. 요즘 확진자가 늘어나면서 많이들 불안해 하십니다걱정되시면 1339전화해서 선별검사가 필요한지 상담해보세요,4.75,1.25
64,요즘은 몸이 조금만 이상해도 걱정을 하곤합니다다들 그렇습니다증상은 심하지 않으니 감기증상이 아닌가 싶구요열이나거나 몇일 경과봐서 점점 심해지면  선별진료소 방문이 필요할 수 있어요,4.0,2.0
65,열은 좀더 자주 측정하면서 경과를 보셔야합니다이러다가 열이오르면 1339 통화해보시는것이 좋겠습니다요즈음 몸이 불편한 증상이 생기면 코로나 때문에 걱정이 많습니다증상으로 코로나를  구별할 수는 없지만코로나는 아닌것 같으니 너무 걱정하지마세요,4.0,2.75
66,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 최연철 입니다. 과거 접종하셨던 폐렴 백신은 폐렴구균에 대한 예방접종일 것으로 생각됩니다.코로나19와 폐렴구균 모두 폐렴을 일으킬수 있지만,각각 다른 원인에 의한 다른 질환입니다. 결론적으로 과거 접종하셨던 것과 코로나19 감염과는 관련이 적을 것으로 판단됩니다. 도움이 되었길 바랍니다. 감사합니다. ",4.714285714285714,1.5714285714285714
67,많이 힘드시죠?요즘 우리모두가 힘들어하고 있습니다스트레가 많으신가봐요스트레스로 많이 힘드시거나 불안하시면  이런 증상을 조절해주는 약을 조금 드시는 것은 어떨까요,2.6666666666666665,2.3333333333333335
68,장염일 가능성이 높아요아직 열이 높지않으니  경과를 지켜보셔도 됩니다 나라에서 새로운지침을 발표했습니다주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다,6.4,2.0
69,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 이세라 입니다. 코로나19 바이러스 감염과 관련된 질문과 궁금증이 많을 것입니다. 현재 증상만으로는 가능성이 떨어집니다. 경과 관찰이 필요합니다. 코로나19 감염 여부와 상관없이 당분간 지속적으로 마스크와 손씻기를 해야합니다. 또한 건강한 사람의 경우 크게 문제되지 않으므로 수분 섭취, 영양섭취, 비타민이나 미네랄 보충 그리고 휴식과 수면을 통해 면역을 유지하도록 노력하시기 바랍니다.  ",6.0,1.7142857142857142
70,요즈음 몸이 불편한 증상이 생기면 코로나 때문에 걱정이 많습니다증상으로 코로나를 구별할 수는 없지만코로나는 아닌것 같으니 너무 걱정하지마세요열은 안나시죠?,4.0,2.0
71,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.요즘 조금만 불편해도 코로나 때문에 걱정이 많습니다 증상만으로 코로나를 구별할수는 없지만 코로나는 아닌 듯하니 너무 걱정하지않으셔도 괜찮을것 같아요 너무힘드시면  부정맥과 불안증에 대하여 진료받아보시면 어떨가요,4.6,2.2
72,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.애매해요.2-3일 집에서 지켜 보시고37.5도 이상의 열 기침 근육통 피로있으면 1339나 보건소 연락해서 상담 하세요. ,4.5,1.75
73,코로나 19가 번지고 있습니다따라서 불안감도 점점 커지고 있습니다증상으로 감별이 안되니 의심이 되면 1339 전화해서 선별검사가 필요한지 안내 받으세요아마 감기기운이 아닌가 싶네요,3.25,1.5
74,아닐가능성이 높아 보입니다 나라에서 새로운지침을 발표했습니다주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다,7.0,2.25
75,열이 떨어진채로 유지되면  그대로  두고 경과보는거구요열이 안떨어지고 자꾸 오르면  코로나  검사를 고려해봐야 합니다,4.5,3.0
76,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.열이 내리고 안내리고로 구별할 수 있는 것은 아닙니다 열이 얼마나 나나요?>37.5 이상이면서 다른 호흡기 증상이 동반되면   코로나 검사를 고려할수 있습니다지금은 조금 지켜보셔도 괜찮을것 같아요,3.3333333333333335,1.8333333333333333
77,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.이틀정도 집에서 지켜 보시고 증상 악화 하면 1339나 보건소 연락해 보세요. ,5.333333333333333,1.6666666666666667
78,확진자와 접촉을 했거나하는 것이없고 해외여행 병력이 없다면 조금 지켜보셔도 괜찮을듯 합니다열이 더오르거나 지속되면  선별진료소 방문을 고려해야합니다,5.0,4.5
79,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.많이 걱정되시죠?열이 많이나면 요즘은 선별진료소 방문을 고려해보시는것이 좋습니다확진자 감소추세를 고려하면 아닐 가능성이 높으니 너무 걱정하지마세요,4.2,1.6
80,많이 걱정되시죠? 나라에서  새로운지침을 발표했습니다주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다,7.0,1.5
81,아마도 아닐겁니다 나라에서 새로운지침을 발표했습니다주증상은 발열 기침 폐렴 호흡곤란 목아픔입니다증상이 있다면 외출을 자제하고 집에서 충분히 휴식을 취하면 3-4일동안 경과를 관찰하다가38도이상의 고열이 지속되거나 증상이 심해지면 1339로 전화해서 신고해야합니다 도움이 되셨으면좋겠습니다,5.6,2.0
82,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.많이걱정되시죠? 열이계속되면 코로나 검사를 받아보셔야 합니다사망하시는 분은 보통 나이가 많고 지병이 많은 분입니다아마 아니겠지만 혹시 코로나라고 해도 젊은 분들은 그런 걱정안하셔도 됩니다,3.5,2.0
