,answers,average_noun_counts,average_verb_counts
11,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.코로나 감염 거리 있어요.이틀정도 지켜 보시고 증상 지속하면1339나 120나 보건소 연락해 보세요. ,4.25,1.5
12,안녕하세요. 피부과전문의 이현태 입니다. 피부과로 질문이 잘 못 온 것 같군요.참고로 여행 예정일에 우한 폐렴 확산세가 잠잠해지면 모를까 당분간은 사람 많이 다니는장소는 피하는게 좋을 것 같은데요. 부산도 중국인들이 많이 찾는 곳이라서.     ,4.0,2.2
13,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.하루 이틀 집에서 경과 보시고 증상 지속 하면 1339나 보건소 연락해 보세요. ,5.666666666666667,1.3333333333333333
15,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정경수 입니다.걱정되시면 1339나 동네 보건소에 전화문의해보신후에 병원을 방문하셔도 됩니다.질문자님의 증상은 상부호흡기 감염(단순 비염포함)이 의심되지만 정밀검사가 필요할 수도 있습니다. 단순감기인지 독감인지 우한 폐렴인지는 선별검사가 필요하답니다. 이비인후과 진료를 받아보시는게 도움되리라 생각됩니다.좋은하루되세요,6.285714285714286,1.4285714285714286
16,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 김규진 입니다. 몸에 열이나고 목에 이물질이 낀것 같은 증상이 있다고 하셨는데빠른 시간내에 보건소나 병원에 내원 하셔서검사를 받아보시기 바랍니다. 단순히 감기증상일수도 있고 아니면 다른 원인으로 생긴 증상일 수 있으니정확하게 검사를  받아보시고 치료를 하시는 것이 좋을 것 같습니다.,7.0,5.25
17,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.걱정 안하셔도 됩니다  개인위생은 철저히 하세요,3.25,1.0
18,"안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 강준혁입니다. 우선 불의의 산업재해로 고통받으셨을 재해자 분께 위로의 말씀을 드립니다. 1. 코로나 바이러스로 근로자가 휴직을 하는 경우, 원칙적으로 회사에는 급여 지급의 의무가 없습니다. 2. 강제 연차를 쓰게 하는 것은 근로기준법이 보장하는 연차 휴가의 시기 지정권을 침해하는 지시로, 부당한 조치일 가능성이 있습니다. 이를 바탕으로 코로나로 자가 격리된 경우의 임금 보전 방안을 살펴 보겠습니다. 코로나 19 양성과 음성, 두 가지 상황으로 나누어 살펴 볼 수 있습니다. 첫째는 코로나 19로 확진된 경우입니다. 코로나 19 감염증이 확진되었다면, 그 감염 경로가 업무 범위 내에 있음을 입증할 수 있어야 합니다. 다만 재해의 업무 관련성은 의학적-자연과학적으로 명백할 필요가 없다는 법리가 그 입증책임을 완화하고 있습니다. 근로자가 코로나 19 감염증이 확진된 경우, (1) 업무 수행 과정에서 감염자와 접촉하였을 것, (2) 감염으로 인한 발병일 것의 두 가지 사항이 확인되는지가 가장 중요합니다. 산재가 승인되면 휴업급여(임금의 70%)와 요양급여 등을 받아 임금을 일부 보전하실 수 있습니다.  둘째는 코로나 19 감염증이 음성이 경우입니다. 이 경우에는 산재 신청은 불가능하고, 코로나 19로 의심되어 자가격리에 들어간 기간이 무급 휴가(혹은 휴직) 처리될 수 있습니다. 다만, 감염병의 예방 및 관리에 관한 법률 제41조의2 제1항은 근로자가 감염병에 의해 입원 또는 격리 되는 경우 유급휴가를 줄 수 있고, 국가로부터 유급휴가를 위한 비용을 지원받을 때에는 유급휴가를 주어야 한다고 규정하고 있습니다. 그리고, 현재 코로나 19로 인해 보건 당국으로부터 격리 통지서를 받은 근로자에게 사업주가 유급휴가를 부여할 경우, 일 최대 13만원까지 유급휴가비용이 지원되는 정책이 시행되고 있습니다. 해당 지원금은 근로자가 신청할 수 있는 성질이 아니라는 것이 한계이지만, 사업주의 비용 부담을 확연히 줄일 수 있는 제도인 만큼 건의할 실익이 충분하다 봅니다.  보다 자세한 내용은 네임 카드에 적힌 번호로 연락해 주시면 상세히 설명드리겠습니다.  답변이 도움이 되셨길 바랍니다.  감사합니다.",9.047619047619047,2.2857142857142856
19,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 최연철 입니다. 신종코로나바이러스(우한 폐렴)로 걱정이 많으실듯 합니다. 중국 청도의 정확한 상황은 알수 없으나,아무래도 국내 상황보다는 신종코로나바이러스 감염증 환자가 많을 것으로 생각됩니다. 신종코로나바이러스 감염증 환자나 의심되는 사람과의 접촉을 피하시고다른 사람과의 접촉이 예상되는 상황이라면 마스크 착용, 손위생 등에 주의가 필요할 것으로 판단됩니다. 다음은 대한의사협회에서 안내하는 예방 행동수칙이니 참고 바랍니다. 도움이 되었길 바랍니다. 감사합니다.                   ",7.0,1.75
21,증상으로만 알수는 없지만 코로나는 아닐것으로 생각됩니다,3.0,3.0
22,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.조심 하고 자가 격리 하세요. ,3.6666666666666665,1.3333333333333333
23,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 최연철 입니다. 안타깝지만 증상만으로 다른 바이러스와 코로나19를 구별할수 없습니다.그리고 현재 전국적으로 확진자가 발견되는 상황이어서외국 또는 국내의 특정 지역을 방문하신 정황만으로 코로나19 감염 여부를 의심하기도 어려운 상황입니다. 증상이 지속되는 동안에는 가급적 외부 활동을 자제하시고,잘 호전되지 않거나 조금이라도 코로나19 감염이 의심이 된다면가까운 보건소에 문의하셔서 필요한 진료를 받으시는 것이 적절할 것으로 생각됩니다. 코로나19에 대한 정보는 질병관리본부 홈페이지나,아래의 링크(대한의사협회 제공)를 통해 확인하실수 있습니다. 질문자님의 쾌유를 빕니다.도움이 되었길 바랍니다. 감사합니다. http://coronafact.org/31              KMA 코로나 팩트 대한의사협회에서 운영하는 신종코로나바이러스 관련 팩트체크 어플입니다. coronafact.org             ",6.363636363636363,1.9090909090909092
24,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.요즘 조금만 불편해도 코로나 때문에 걱정이 많습니다증상만으로 코로나를 구별할수는 없지만 코로나는 아닌 듯하니 너무 걱정하지않으셔도 괜찮을것 같아요,4.75,1.5
