,answer,total_sents_num,ambiguous_sents_num,answer_ambiguity,key_sent_ambiguity
11,"안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 백승재 입니다. 1. 휴업수당이 지급되어야 합니다.평균임금 70퍼센트 이상입니다. 청구할 수 있습니다. 2. 다만, 그럼에도 불구하고 부득이한 사유로 사업을 계속하는 것이 불가능하여 노동위원회의 승인을 받은 경우에는 평균임금 70퍼세트 미만의 휴업수당을 지급할 수 있습니다. 노동위원회 승인이 없다면(사용자가 신청), 70퍼센트 지급해야 합니다.  근로기준법 제46조의 내용입니다. 아래 코로나 휴업수당 무급휴가 동영상 참고하세요. https://youtu.be/go9eQy8AQrw                  ",10,2,0.2,1
12,"안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 박성은 입니다. 안녕하세요. 노무법인 도원(서부지사) 대표노무사 박성은입니다.  질문1) 1개월미만 각 주에 몇번씩 이런식으로 휴가가 내려지면 무급휴가로 정당히 주어질수있나요?-> 답변 : 근무기간이 짧거나(1개월 미만) 길거거나 근무기간에 따라 다르게 취급하지 않습니다. 무급휴가는 회사가 일방적으로 부여할 수 없습니다.  질문2) 사원들의 동의없이 무급휴가가 가능한가요?-> 답변 : 아니오, 동의 없이 무급휴가는 불가능합니다. 이때 임금의 70%이상의 휴업수당이 지급되어야 합니다.  질문3)무급휴가동의서는 사원들의 동의가 몇퍼센트나 되야하나요?-> 답변 : 개인 별로 받아야 합니다. 다수가 동의했다고 하여 개인의 권리가 함께 처리되지 않습니다.  질문4) 고용보험이나 정부의 지원을 받는다고 기업의 자산력 평가라던가 이런게 떨어질수있나요?  -> 답변 : 아닙니다. 불이익 없습니다.  + 현재 귀하 사업장의 휴업일정은 정부지원금을 받을 수 있는 스케쥴 입니다. 관리자가 노동법 및 정부지원금을 잘 모르고 있는 것으로 보이네요, 노무사에게 의뢰하여 정부지원금을 받아서, 유급휴직(휴업)을 시행해 달라고 건의해 보시기 바랍니다.  + 혹은 휴업수당 미지급으로 관할 노동청에 근로감독을 요청해 보시기 바랍니다.  답변이 도움이 되셨길 바랍니다.  [답변 채택] 은 전문가가 답변을 계속 남기는데 큰 원동력이 됩니다 ^^  위와 관련하여 구체적인 상담이 필요한 경우 [네이버 엑스퍼트]를 이용하시기 바랍니다.  네이버 엑스퍼트 검색 click → 박성은 검색 click → 상담상품 구매 → 대화방 입장 → 전문가인 제가 상담을 수락하면 상담이 시작됩니다.",24,0,0.0,0
13,"안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 백승재 입니다. 1. 네. 그렇지요. 근로자 동의가 필요합니다. 2. 근로자 동의가 있다면, 임금삭감도 가능하거든요.근로자 동의가 없는 무급휴직은 인정되지 않습니다. 거부하시면 됩니다.상시 5인 이상 사업장은 휴업수당이 발생합니다. 아래 코로나 휴업수당 무급휴가 동영상을 참고하세요. https://youtu.be/go9eQy8AQrw                  ",10,0,0.0,0
14,"안녕하세요. 한국공인노무사회-네이버 지식iN 상담 공인노무사 김동유 입니다. 1. 코로나 바이러스로 인한 업무량 감소로 휴업을 하게되는 경우 사업주는 휴업수당을 지급해야 합니다. 이는 불가항력적 사유가 아닌, 사업주 귀책사유로 인정될 수 있습니다.  2. 휴업수당의 측정을 위해선 평균임금을 산출해야 합니다. 평균임금 = 해당 기간동안의 임금/산정사유 발생한 날 이전 3개월(일)  예컨대 3개월 간 임금이 900만원이고 해당 3개월간의 일수가 91일일 경우 900만원/91 = 일 평균임금으로 산정됩니다.  3. 우선 정상적으로 근무한 날을 계산한 다음, 휴업수당이 발생되는 날에 대해선 시간급 평균임금을 산정하여 계산해야 할 것으로 보여집니다.",7,1,0.143,0
15,안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 이기중 입니다. 임금 20% 이상 감액시 자진퇴사해도 실업급여 수급이 가능합니다.,3,0,0.0,0
16,"안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 박병규 입니다. 본 사안의 경우 최저임금 위반, 이에 따른 연장근로수당 저액 지급 등 임금체불이 되고 있는 사안이라 보입니다. 임금체불의 경우 관할 고용노동부 지청에 진정을 제기하시면 되며 진정시 신분이 드러나는 것이 우려된다면 청원제도를 통해 무기명 신고도 가능합니다.",4,0,0.0,0
17,안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 박병규 입니다. 휴업수당이 발생하는 사안을 무급휴가로 처리하고 나아가 연차까지 쓰도록 하는 회사의 방침은 좀 심하다는 생각이 듭니다. 연차로 쓴 것으로 하려면 질의자분이 동의하지 않는 이상 일방적으로 할 수는 없습니다. 4월 30일 퇴사한 이후 연차수당을 지급요구해 보시고 미지급하는 경우 관할 고용노동부 지청에 임금체불 및 금품청산 위반으로 진정을 제기할 수 있는 사안입니다. 회사의 요청대로 5월 13일까지 무급휴가를 연장하고 : 연차사용이 아니라 단지 무급휴가 기간만 연장 : 이후 퇴사한 뒤 연차수당 13일치를 받는 방안도 회사에 제안해 보시기 바랍니다.,6,0,0.0,0
18,안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 최창국 입니다. 1. 퇴직금을 지급이 연기되었다는 내용입니다. 2. 코로나와 관계 없이 사용자는 퇴사일 기준 퇴직금을 14일 이내에 지급해 주어야 합니다. 따라서 질문자는 더 이상 기자려 줄 필요는 없습니다. 사용자에게 퇴직금 미지급으로 진정을 제기하겠다고 통보하시고 사업장 주소지 관할 고용노동청에 퇴직금 체불 진정을 제기하시면 됩니다.,6,0,0.0,0
19,안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 신제철 입니다. 질문에 대한 답변입니다. 퇴직전 3개월 기간 중 휴업으로 인해 근로하지 않은 기간은 제외하고 평균임금을 계산합니다. 따라서 휴업기간이 있다고 하여 평균임금이나 퇴직금 계산에서 불리하게 작용하지 않습니다. 참고하시기 바랍니다. 감사합니다.,7,0,0.0,0
20,안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 이기중 입니다. 실업급여 기준을 충족합니다. 실제로 받은 수습급여를 기준으로 합니다.,4,0,0.0,0
21,"""안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 윤병상 입니다. 19년 12월 12일부터 근무를 시작하셨는데 2월 23일에 해고통보를 받으신 상황 같습니다.우선 계속근로한 기간이 3개월 미만에 해당하므로 해고예고수당은 적용되지 않을 것으로 보여집니다. 참고)제26조(해고의 예고) 사용자는 근로자를 해고(경영상 이유에 의한 해고를 포함한다)하려면 적어도 30일 전에 예고를 하여야 하고, 30일 전에 예고를 하지 아니하였을 때에는 30일분 이상의 통상임금을 지급하여야 한다. 다만, 다음 각 호의 어느 하나에 해당하는 경우에는 그러하지 아니하다. <개정 2010. 6. 4., 2019. 1. 15.>1. 근로자가 계속 근로한 기간이 3개월 미만인 경우2. 천재ㆍ사변, 그 밖의 부득이한 사유로 사업을 계속하는 것이 불가능한 경우3. 근로자가 고의로 사업에 막대한 지장을 초래하거나 재산상 손해를 끼친 경우로서 고용노동부령으로 정하는 사유에 해당하는 경우 따라서 만약 해고예고수당이 적용되지 않는다면 해고예고수당이 아닌 부당해고 구제신청을 고려해 볼 수도 있는데, 근로기준법에 따라 사용자는 근로자에게 '정당한 이유'없이 해고를 할 수 없으며 해고는 절차적으로 '서면'으로 해야 효력이 있습니다. 구두상으로 해고를 통보하는 것은 법 위반으로 부당해고에 해당합니다. 정당한 사유없이 일방적으로 회사에서 해고하는 경우부당한 해고가 될 수 있으며 부당해고 구제신청을 통해 승소할 경우에 복직이 가능합니다.(원직복직 및 부당해고기간동안의 임금상당액 지급)  만약 원직복직을 원치않는다면 부당해고 기간 동안의 임금상당액 청구만도 가능(금전보상)하며,다만, 부당해고 구제신청은 상시 근로자 5인 이상 사업장에서 해고일로부터 3개월 이내에 가능합니다.(사직서나 권고사직서 등은 절대로 작성해서는 안 됩니다)  결국 계속근로기간이 3개월 미만이므로 해고예고수당은 적용이 되지 않고부당해고 구제신청 요건을 검토해서 부당해고 구제신청을 통해 권리구제를 받는 방법을 고려해 볼 수 있습니다. 해고와 관련된 분쟁은 법적으로 권리구제 수단을 이용할 수 있는지,(사실관계, 근로계약서등 검토)해고로 인정될 수 있는지(해고의 존부문제) 해고로 인정된다면 부당해고로 인정될 수 있는지 여러가지 고려할 부분이 많으므로 노무법인이나 노무사 사무실 등에 유선상 또는 방문등으로 상담을 받으시는 것도 방법일 것 같습니다. 더 궁금한 점이 있으시면 연락부탁드리고 질문과 관련하여 도움이 되셨기를 바랍니다.""",1,1,1.0,1
22,안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 이기중 입니다. 일용직 기간을 합쳐 90일이면 됩니다. 40일을 채우면 됩니다.,4,0,0.0,0
23,안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 최창국 입니다. 1. 실업급여 요건 중 고용보험 피보험 단위기간 180일 이상은 최종직장 이직일 기준 18개월 안에 있는 이전직장 고용보험 피보험 단위기간 일수를 합산하여 구비해도 됩니다. 2. 질문자가 2개 직장 모두에서 고용보험이 가입되어 있는 경우 2개 직장 고용보험 피보험 단위기간 일수를 합산할 수 있고 합산시 180일 이상인 경우이고 최종직장에서 코로나 등의 여파로 회사 경영 사정이 어려워져 해고나 권고사직으로 이직하는 경우 실업급여 신청이 가능합니다. 3. 이전직장 고용보험 피보험 단위기간 일수를 합산하려면 이전직장에 전화하여 이직확인서를 작성하여 제출해 달라고 요청하시면 됩니다.,5,0,0.0,0
24,"안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 이기중 입니다. 마지막 이직일 전 18개월 내에 180일 이상 피보험기간이 되어야 하는데, 3년전에 일한 것은 여기 들어가지 않기 때문에 받을 수 없습니다.",3,0,0.0,0
25,"안녕하세요. 한국공인노무사회-네이버 지식iN 상담 공인노무사 이종호 입니다.1. 고용유지 지원금은 휴업급여(회사에서 지급한 임금)의 3/4까지 한시적(2-7월)으로 지급 하고 있습니다   - 근로자 1인당 최고한도는 1일 66,000원 입니다",4,0,0.0,0
26,안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 최창국 입니다. 1. 퇴사시점에 육아휴직 기간에 대하여 퇴직금을 지급 받지 않겠다고 하고 합의서를 작성한 경우라면 청구하기 어렵습니다. 그러나 퇴사 전에는 이런 내용의 합의가 있어도 근로자는 퇴사시 육아휴직기간에 대한 퇴직금 청구가 가능합니다. 2. 사용자가 육아휴직기간에 대한 퇴직금을 포함하여 지급해 주지 않는 경우 근로자는 사업장 주소지 관할 고용노동청에 임금체불 진정을 제기할 수 있습니다. 3. 질문자의 경우 사용자측과 사전 합의를 한 경우인데 이에 반하여 진정을 제기하는 상황이라 도의적으로 분쟁이 발생할 상황입니다. 그러니 사용자와 근로자 사이 상호 양보하여 일정한 선에서 화해를 하시는 것이 좋을 것으로 보입니다.,7,1,0.143,1
27,안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 이기중 입니다. 1. 합산됩니다.2. 3개월만 일해도 됩니다.,4,0,0.0,0
28,안녕하세요. 한국공인노무사회-네이버 지식iN 상담 공인노무사 엄주희 입니다. 근로기준법 제 27조에 따라 해고는 서면통보로 이루어져야 하고 카카오톡 통보는 서면통보로 인정받기 어렵습니다.절차 위반의 해고는 해고의 정당성을 인정받을 수 없으며 이는 원칙적으로 노동위원회의 구제신청 대상이 됩니다. 다만 구제신청을 진행하며 얻을수 있는 득(회사 복귀)과 실(구제신청 비용 등)을 판단해보시고  실제 진행하는 것이 좋다고 판단됩니다.    ,5,0,0.0,0
29,"안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 이기중 입니다. 근로시간 단축은 근로자의 동의가 없다면 무효이며, 단축된 근로시간에 대해서는 70%의 휴업수당을 지급해야 합니다. 미사용연차는 수당으로 받을 수 있습니다.",4,1,0.25,0
30,안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 이기중 입니다. 무급휴무 동의서를 작성했다면 휴업수당 70%를 받을 수 없습니다. 다만 고용센터에 신청해서 지원금을 받을 수 있습니다.,4,1,0.25,1
31,안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 이기중 입니다. 1. 일단 실업급여 신청부터 하시면 이직확인서는 고용센터에서 회사에 요구합니다.2. 연차는 근로기준법상 정해진 기준이 있으니 법을 알아보시면 되고 회사의 기준을 굳이 보실 필요는 없습니다.3. 노동청에 신고하는 것 외엔 방법이 없습니다.,5,0,0.0,0
32,"안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 이기중 입니다. 5인 이상 사업장이라면 노동위원회에 부당해고 구제신청이 가능하고, 5인 미만 사업장이라면 부당해고는 적용되지 않지만 30일전에 예고하지 않았으므로 노동청에 신고하여 30일분의 해고예고수당 청구가 가능합니다. 다만 증거가 있어야 합니다.",4,0,0.0,0
33,"안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 이기중 입니다. 1,2번 모두 실업급여 신청이 가능합니다. 2개월 이상 되어야 합니다.",4,0,0.0,0
34,안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 이기중 입니다. 육아휴직기간도 고용보험가입기간에 포함되므로 실업급여를 받을 수 있습니다.,3,1,0.333,0
35,안녕하세요. 한국공인노무사회-네이버 지식iN 상담 공인노무사 이종호 입니다.1. 퇴직금과 실업급여에는 문제가 발생하지않습니다2. 무급휴직관련 문제가 있으면 언제든 사업장관할 고용노동지청에 문의하시면     도움을 받을 수 있습니다.,4,1,0.25,0
36,"안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 최창국 입니다. 1. 입사일자 기준 3개월이 경과한 근로자의 경우 사용자는 해고시 해고일자 기준 30일 전에 해고예고를 해야 합니다. 30일 전에 해고예고를 한 바 없이 해고한 경우 통상임금 30일분에 해당하는 해고예고수당을 지급해 주어야 합니다. 2. 질문자의 경우 즉시해고 사유는 없어 보이므로 사용자는 30일 전에 해고예고를 해야 하는데 하지 않고 즉시 해고한 경우 해고예고수당 청구가 가능할 것으로 보입니다. 3. 사용자가 해고예고수당을 지급해 주지 않을 경우 사업장 주소지 관할 고용노동청에 임금체불 진정(해고예고수당 미지급)을 제기하여 구제를 받아야 합니다. 이때 중요한 것은 사용자가 즉시 해고통보를 한 사실을 입증하는 것입니다. 따라서 사용자가 언제(날짜 특정) 질문자에게 해고를 통보했다는 사실을 입증할 수 있는 서면, 녹취, 문자. 카톡 대화 등 증거자료를 확보하시고 진정을 제기하시기 바랍니다.",9,0,0.0,0
37,"안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 백승재 입니다. 1. 네. 안타까운 날들입니다. 모든 국민들이 힘이 드네요. 2. 분명한 것은 적어도 휴업수당은 지급해야 한다는 것입니다.병원측에 고용센터에 고용유지지원금을 신청하여 인건비에 활용하라고 안내해 보시기 바랍니다.상생할 수 있습니다. 3. 인사담당자에게 문의해보세요. 휴업수당을 지급하는지, 무급으로 처리하는지요. 신고를 하면 조사를 받아야 하므로, 개인정보를 공개해야 합니다. 건투를 빕니다.https://youtu.be/go9eQy8AQrw                  ",12,1,0.083,0
38,"안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 이기중 입니다. 상용직 비자발적 퇴사 후에 일용직으로 일해도 실업급여를 받는데 문제 없습니다. 다만 최종 직장이 일용직인 경우는 신청일 전 한달 내에 일용직 근무일 수가 10일 미만에 되어야 합니다. 즉 단기 아르바이트를 10일 미만으로 해야 실업급여를 바로 신청할 수 있고, 10일을 넘기면 20일 정도 기다렸다 신청해야 합니다. ",6,0,0.0,0
39,"안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 이후록 입니다. 상시근로자 5인 이상 사업장이라면 근로기준법 제46조의 휴업수당이 적용됩니다. 따라서 근로자의 동의 없이 사업주의 귀책사유로 휴업을 하게 되는 경우, 근로자가 해당 기간에 대해서 평균임금의 70%를 휴업수당으로 지급받을 수 있습니다.  감사합니다.",5,1,0.2,0
40,"안녕하세요. 한국공인노무사회-네이버 지식iN 상담 공인노무사 박종태입니다. 조금이나마 도움을 드리고자 몇 자 적습니다. 질문의 내용으로 보아 고요유지지원금 신청 요건에 관하여 궁금하신 것으로 사료됩니다.  1. 휴업으로 인한 고용유지지원금 신청을 하기 위해서는 휴업 실시 달의 총 근로시간이 휴업실시 달 기준 6개월 전부터 4개월 전까지 총 근로시간의 평균과 비교하여 20%이상 감소된다면 가능합니다. 따라서 주 5일제에서 주4일제로 변경함에 따라 근로시간이 20%이상 감소한다면 휴업요건을 충족하기에 고용유지지원금을 신청하실 수 있을 것으로 사료됩니다.  2. 휴업을 할 경우 휴업수당은 최소 평균임금의 70%이상을 지급하여야 합니다. 노사간의 합의에 따라 통상임금을 기준으로 휴업수당을 산정하여도 무방하나, 그 금액이 평균임금의 70%를 상회하여야 할 것입니다. 따라서 통상임금의 70%를 지급할 경우에 그 금액이 평균임금의 70%를 하회한다면 지원이 제한될 수 있으니 참고하시기 바랍니다. 3. 업종과 관계없이 매출액의 15%가 감소하여야 하므로 매출액을 증빙할 수 있는 세금계산서, 부가세신고자료, 매출원장, 세금계산서합계표, 손익계산서 등 자료가 필요합니다.  4. 만약 5월이 고용유지조치 실시달이라고 한다면, ①기준월(4월)의 직전연도 같은 월(2019년 4월) 대비로 산정하거나, ②기준월(4월)의 직전3월 월평균 대비(2020년 1월, 2월, 3월)로 산정하거나 ③기준월(4월)의 직전연도인 2019년의 월평균 매출액 대비로 산정하여 매출액의 15%가 감소하여야 합니다. 따라서 질문자님께서 계산하신 방식이 맞을 것으로 사료됩니다. 5. 근로시간 감소분은 고용유지조치 실시달인 5월을 기준으로 6개월 전부터 4개월 전의 평균 근로시간 수, 즉 2019년 11월부터 2020년 1월까지의 3개월간의 평균근로시간수를 기준으로 2020년 5월의 근로시간수의 감소율을 계산하여 20%가 넘어야 합니다.  6. 매월 고정적으로 발생하는 연장·휴일근로의 경우 총근로시간 산정에 포함되나, 불규칙적으로 발생하는 연장·휴일근로의 경우에는 근로시간 산정에 포함되지 않습니다. 취업규칙은 근로시간과 임금의 범위·지급방식을 확인하기 위한 것이며 잔업 및 특근 시간에 대한 증빙이 필요할 경우 근로계약서 또는 출퇴근 시간 확인이 가능한 출근부나 출근 카드 등을 제출하여야 할 것으로 사료됩니다. 7. 고용유지지원금은 장래에 대하여 신청이 가능하므로 4월말부터 휴업을 실시하게될 경우 해당 일부터 말일(4.30)까지 신청이 가능하나 이 경우 근로시간 단축비율이 20%가 초과하는지에 관하여 확인하여야 할 것입니다. 8. 고용유지지원금은 고용보험에 가입된 피보험자를 대상으로 지급되는 것이므로, 고용보험을 납입하지 않는 근로자의 경우에는 지원 대상에 해당되지 않습니다.  도움이 되셨길 바라며, 고용유지지원금 신청 등 추가적인 궁금 사항이 있으시면 문의해 주시기 바랍니다. 박종태 노무사 드림.",20,4,0.2,0
41,안녕하세요. 로시컴-네이버 지식iN 상담 공인노무사 이기중 입니다. 1. 노동청에 신고하면 됩니다.2. 네3. 회사에서 일정매출이 감소했다는 자료를 제출하고 휴업을 실시하면 고용센터에 지원금 신청이 가능합니다.,4,0,0.0,0
